b1,b2,b3,b4,b5,b6,b7,b8,b9,batters_home,key,pitching,runs_scored
100.88,128.04,133.27,91.25,121.54,107.94,107.2,97.87,-20.0,1,2018/03/29/sfnmlb-lanmlb-1,676.485,0
121.94,95.09,121.58,109.11,130.94,95.91,82.85,90.37,86.1,0,2018/03/29/clemlb-seamlb-1,613.62,1
85.93,97.07,116.28,136.53,116.01,106.41,94.5,71.73,77.51,1,2018/03/29/clemlb-seamlb-1,547.389,2
109.21,96.05,118.19,85.82,102.55,89.95,80.6,94.88,-20.0,0,2018/03/29/colmlb-arimlb-1,611.343,2
103.22,111.69,140.88,108.93,97.03,98.09,66.46,84.37,-20.0,1,2018/03/29/colmlb-arimlb-1,584.613,8
95.1,92.49,100.59,113.89,101.66,104.93,95.22,86.03,87.67,0,2018/03/30/pitmlb-detmlb-1,677.079,13
73.0,91.06,125.63,106.46,98.02,78.92,86.06,82.19,78.59,1,2018/03/30/pitmlb-detmlb-1,622.53,10
105.34,121.49,158.53,109.38,97.32,109.26,81.11,81.36,-20.0,0,2018/03/30/wasmlb-cinmlb-1,637.677,2
109.34,104.09,150.31,92.75,100.7,85.08,82.09,-20.0,71.39,1,2018/03/30/wasmlb-cinmlb-1,548.8740000000001,0
102.1587142857143,131.86228571428572,166.28014285714286,93.24382857142857,118.17042857142856,110.98691428571428,84.73,93.93914285714285,75.46508571428572,0,2018/03/30/nyamlb-tormlb-1,625.5,4
96.0012,140.38628571428572,109.73068571428571,107.05228571428572,103.65,96.02542857142856,97.81991428571428,92.16471428571428,94.18137142857141,1,2018/03/30/nyamlb-tormlb-1,581.049,2
127.18268571428571,107.94365714285715,107.54634285714288,129.39377142857143,109.8654857142857,107.05028571428569,102.34085714285715,97.50434285714287,79.57185714285716,0,2018/03/30/bosmlb-tbamlb-1,604.71,1
94.20782857142856,96.60194285714287,91.0264,101.72842857142858,93.65777142857141,102.17785714285714,76.20245714285714,86.51557142857143,92.79688571428572,1,2018/03/30/bosmlb-tbamlb-1,585.603,0
93.85468571428572,141.42128571428572,146.76514285714288,110.249,119.98342857142856,100.52728571428571,103.9,93.85200000000002,-20.0,0,2018/03/30/chnmlb-miamlb-1,620.9459999999999,1
92.73071428571428,105.32885714285715,93.5187142857143,115.13014285714287,90.63862857142857,97.68068571428572,79.60965714285716,64.37257142857142,-20.0,1,2018/03/30/chnmlb-miamlb-1,610.155,2
101.57085714285715,120.116,101.47,128.7261142857143,99.86337142857144,83.86,82.96868571428571,-20.0,87.48320000000002,0,2018/03/30/phimlb-atlmlb-1,621.2429999999999,5
89.92457142857144,94.30042857142857,142.33628571428576,91.56014285714285,91.03297142857143,81.1836,84.26148571428571,73.2354857142857,-20.0,1,2018/03/30/phimlb-atlmlb-1,608.274,4
136.04257142857142,109.68474285714285,126.36005714285713,138.6164,119.794,100.96668571428572,106.71714285714287,97.49,73.96,0,2018/03/30/houmlb-texmlb-1,646.2900000000001,1
79.63348571428571,112.69131428571428,96.28851428571429,113.58388571428571,105.32628571428572,105.664,89.54885714285713,98.04471428571428,69.10274285714286,1,2018/03/30/houmlb-texmlb-1,587.187,5
108.08634285714285,96.24645714285714,119.77102857142856,84.0278857142857,98.92908571428572,88.1106857142857,78.86754285714284,96.25954285714285,-20.0,0,2018/03/30/colmlb-arimlb-1,567.7829999999999,8
103.413,94.86885714285714,139.3652857142857,109.65642857142859,78.2142,108.1057142857143,66.75382857142857,69.2,-20.0,1,2018/03/30/colmlb-arimlb-1,608.3729999999999,9
96.29,172.6513142857143,111.01742857142857,98.61314285714286,103.68742857142857,112.67971428571428,92.73271428571431,96.02,76.851,0,2018/03/30/anamlb-oakmlb-1,626.391,2
99.61142857142859,83.28,98.22614285714286,114.35342857142858,115.01742857142857,99.66428571428571,90.52671428571428,100.16928571428569,80.16,1,2018/03/30/anamlb-oakmlb-1,617.283,1
107.26471428571428,125.40585714285713,114.80799999999999,94.965,115.26742857142857,77.92857142857143,78.04897142857142,83.095,-20.0,0,2018/03/30/milmlb-sdnmlb-1,599.76,8
89.15014285714285,110.89957142857143,117.87257142857142,94.90157142857143,82.2470285714286,77.89471428571429,84.60628571428572,74.50700000000002,-20.0,1,2018/03/30/milmlb-sdnmlb-1,627.777,6
89.84,104.66508571428572,126.90148571428571,122.72639999999998,106.93582857142857,104.25,122.7792,93.35931428571428,-20.0,0,2018/03/30/sfnmlb-lanmlb-1,584.316,1
97.45325714285713,124.30285714285714,130.64291428571428,117.87714285714287,108.38,107.47394285714284,88.57577142857143,94.47765714285715,-20.0,1,2018/03/30/sfnmlb-lanmlb-1,616.986,0
108.07691428571428,109.24342857142857,120.96451428571429,127.02782857142857,110.28754285714285,95.58765714285713,97.80222857142857,97.68711428571429,-20.0,0,2018/03/31/slnmlb-nynmlb-1,562.7339999999999,2
100.03442857142859,121.18385714285714,105.46114285714287,100.94257142857144,98.12,103.69014285714287,80.90531428571428,-20.0,79.90708571428571,1,2018/03/31/slnmlb-nynmlb-1,602.631,6
104.79417142857143,119.35594285714285,159.01388571428572,101.1952,96.164,106.79782857142858,80.56845714285716,79.21668571428572,-20.0,0,2018/03/31/wasmlb-cinmlb-1,587.187,13
106.87691428571428,100.51708571428571,147.84657142857142,96.55914285714287,98.80354285714287,86.8463142857143,78.76851428571429,82.44634285714288,-20.0,1,2018/03/31/wasmlb-cinmlb-1,557.487,7
134.84978700000002,118.1684712,126.78081520000002,136.7734888,99.55102,106.40935177142859,89.20737142857143,97.03245714285713,78.65954285714284,0,2018/03/31/houmlb-texmlb-1,661.635,9
97.37296914285713,114.24515222857143,113.49046057142857,108.17459394285716,108.98875097142857,95.6076628,68.43,83.28,67.79,1,2018/03/31/houmlb-texmlb-1,578.475,3
101.58581994285713,173.48459817142862,111.95752,96.41330399999998,110.98629328571428,94.7516567142857,98.04542857142856,89.38,74.34,0,2018/03/31/anamlb-oakmlb-1,645.894,8
110.6080044,99.23402868571428,97.702737,114.62158600000001,114.304651,99.10144,90.06967900000001,95.04739671428571,84.79,1,2018/03/31/anamlb-oakmlb-1,619.065,3
111.53962251428571,129.229493,163.299441,97.57194994285715,115.66326399999998,97.06979691428572,83.04508571428572,85.5924857142857,75.29179311428571,0,2018/03/31/nyamlb-tormlb-1,640.9440000000001,3
107.89203091428571,137.458892,109.5460854857143,102.44302857142857,97.28824817142859,92.68431951428572,93.12329140000001,57.2,50.59,1,2018/03/31/nyamlb-tormlb-1,627.282,5
118.26948571428572,94.83171428571428,117.9136,131.22742857142856,74.26,105.58611428571429,100.71,82.7316,96.35891428571428,0,2018/03/31/clemlb-seamlb-1,579.5640000000001,6
85.57514285714286,93.48245714285713,114.9774,137.44251428571428,113.0376,109.49168571428572,91.71197142857143,69.13714285714286,75.828,1,2018/03/31/clemlb-seamlb-1,563.229,5
125.69763565714287,105.46875142857144,108.43292034285714,127.87824834285715,112.21382891428571,100.2,101.66827462857141,74.59,68.6,0,2018/03/31/bosmlb-tbamlb-1,576.099,3
99.66742605714285,95.76209691428572,88.57886891428572,101.54143108571428,91.73595222857143,67.33737314285715,74.53237062857143,81.7,77.88,1,2018/03/31/bosmlb-tbamlb-1,616.293,2
107.636,104.52114285714285,113.13014285714287,100.47385714285716,106.67851428571429,84.06,104.50542857142857,90.60571428571428,83.40942857142858,0,2018/03/31/minmlb-balmlb-1,674.505,6
98.939,131.91485714285716,103.37471428571428,101.92542857142858,101.23942857142859,98.32571428571428,84.88702857142857,95.9,73.2,1,2018/03/31/minmlb-balmlb-1,633.717,2
99.55901800000001,146.00946728571432,141.90823485714284,106.87262014285713,117.49337782857144,100.15216071428571,103.6512,99.80014057142857,-20.0,0,2018/03/31/chnmlb-miamlb-1,663.7199399999998,10
94.16520942857143,102.86332028571428,92.92797228571429,114.30944999999998,88.8346761142857,91.9087486857143,80.3483462857143,69.51697142857142,-20.0,1,2018/03/31/chnmlb-miamlb-1,562.8330000000001,6
104.36165428571428,121.088765,98.52794285714286,130.6953409142857,97.99720868571428,83.10257142857144,100.63401360000002,69.60122857142856,-20.0,0,2018/03/31/phimlb-atlmlb-1,618.471,2
88.029042,91.30283728571429,142.67709271428572,91.64356185714287,82.2914022857143,87.65584777142858,75.76752788571429,66.24611428571428,-20.0,1,2018/03/31/phimlb-atlmlb-1,608.8679999999999,15
91.22942857142857,109.2956,129.7174285714286,83.76571428571428,101.539,88.3902857142857,85.82842857142856,80.15985714285712,62.83828571428571,0,2018/03/31/chamlb-kcamlb-1,641.637,4
83.02114285714288,84.756,114.57942857142858,118.49251428571428,90.61,72.74,87.5010857142857,60.396228571428566,68.02765714285714,1,2018/03/31/chamlb-kcamlb-1,642.8249999999999,3
108.55817554285713,96.90487702857142,120.34569862857144,100.2002448,80.33727428571429,91.11124765714287,80.85729234285714,63.21,-20.0,0,2018/03/31/colmlb-arimlb-1,585.7020000000001,2
102.40098114285715,112.304744,138.87205899999998,108.44478400000001,85.26871002857142,85.39491428571428,71.65146011428571,58.62,-20.0,1,2018/03/31/colmlb-arimlb-1,608.0759999999999,1
112.09513894285715,123.63832314285715,109.06362471428572,96.20209842857143,115.235836,87.96057142857143,85.91758045714286,74.91,-20.0,0,2018/03/31/milmlb-sdnmlb-1,622.0350000000001,7
87.79676585714287,93.47089442857144,119.82415185714285,95.79471414285715,83.72,82.97470765714286,78.59768157142858,77.628824,-20.0,1,2018/03/31/milmlb-sdnmlb-1,643.023,3
107.47904285714287,120.86346217142857,124.27994388571429,120.15554742857144,104.51993794285713,93.33598571428571,102.51248468571428,80.69,-20.0,0,2018/03/31/sfnmlb-lanmlb-1,593.82,0
97.36540948571428,90.5068,128.6388478857143,105.68488937142857,115.97478194285713,92.77791142857143,104.21,75.27,-20.0,1,2018/03/31/sfnmlb-lanmlb-1,658.17,5
94.8702,92.5512,105.2666,112.5676,98.00634285714285,105.51988571428572,94.06542857142857,80.97217142857143,84.25617142857143,0,2018/04/01/pitmlb-detmlb-1,618.9659999999999,1
71.1488,90.7192,124.36379999999998,104.8754,94.60411428571429,72.86,82.5438,80.155,78.47822857142856,1,2018/04/01/pitmlb-detmlb-1,638.964,0
92.5512,84.25617142857143,105.51988571428572,112.5676,94.06542857142857,93.19,105.2666,76.36,74.71,0,2018/04/01/pitmlb-detmlb-2,595.8000000000001,8
78.47822857142856,90.7192,124.36379999999998,104.8754,68.18,78.58800000000001,65.67697142857143,80.155,72.09,1,2018/04/01/pitmlb-detmlb-2,619.956,6
109.84737445542856,106.77756992914284,114.48273580257143,98.18065420042858,105.35987628948573,86.07842857142856,88.15018376451428,109.80941553614285,84.82,0,2018/04/01/minmlb-balmlb-1,613.125,7
95.70473634414286,133.29652959285715,102.64515669157144,100.77367961685715,101.37631886868573,96.10044263559999,86.39091148662857,104.07937142857143,83.55605714285714,1,2018/04/01/minmlb-balmlb-1,615.4019999999999,0
100.93386152214285,126.506220135,164.0502225555714,97.5960468608,110.1810046744,95.8979662208,94.31,73.51896203960003,73.97,0,2018/04/01/nyamlb-tormlb-1,591.543,4
93.5737896,138.3564296848,112.7057525016,103.78844502857143,106.39830408905716,97.92613776145714,97.30428225714287,93.3637003668,47.60074285714286,1,2018/04/01/nyamlb-tormlb-1,605.502,7
125.9587238821714,106.2829118857143,129.2306298088,117.9043626232,97.92754285714285,79.53297302857143,95.7595848,67.67,74.04348571428571,0,2018/04/01/bosmlb-tbamlb-1,613.125,2
99.29215705108572,93.25082161120001,92.3443706192,98.8097429142,94.283127624,64.88928283882856,93.48316514285713,81.37108571428571,72.23377020251428,1,2018/04/01/bosmlb-tbamlb-1,653.3190000000001,1
92.44297819082857,147.285234486,139.3837753,102.585029562,121.08852969040001,91.55392579999999,100.240390096,91.91217709700001,-20.0,0,2018/04/01/chnmlb-miamlb-1,625.5,0
94.28544805785714,106.86444617471427,91.69547008357142,89.01914050057142,97.6492445992,88.82846194940001,29.773225142857143,60.34299554285714,-20.0,1,2018/04/01/chnmlb-miamlb-1,580.653,6
104.8450283272,109.8900513736,122.20008707074287,124.42796233154286,112.62891371611427,96.67498639325714,97.19277552594286,102.7746,-20.0,0,2018/04/01/slnmlb-nynmlb-1,602.8290000000001,5
103.50044649114284,126.00782894357144,102.33603269714285,101.6084562002857,110.04746246879999,88.11585714285715,81.63622036122857,-20.0,78.96339133268572,1,2018/04/01/slnmlb-nynmlb-1,588.375,1
134.75090993199998,114.43240208445715,129.84010373691427,142.55992294034286,99.8989618792,106.64740122788572,79.52984923279999,72.9358857142857,95.64914285714286,0,2018/04/01/houmlb-texmlb-1,619.659,8
102.03961085440001,111.7364722992,113.99132051222857,109.1089385064,87.3091446857143,93.26607481148571,67.48632357142857,92.36642857142857,81.22331428571428,1,2018/04/01/houmlb-texmlb-1,598.374,2
105.41993647451427,175.96620874622857,110.99832471200001,97.62489490899999,107.68935111100001,93.33465719328571,96.60938216457144,87.20891428571426,75.44657785714286,0,2018/04/01/anamlb-oakmlb-1,645.894,7
98.59286227668572,97.723357515,114.45495206185714,118.37908317100002,107.30955712382858,98.44612024014286,93.34203064414288,101.036286,92.67465671157143,1,2018/04/01/anamlb-oakmlb-1,565.2090000000001,4
116.4990668368,96.64729906514286,115.37249632171428,109.8756339832,129.76586044091428,95.77504930388572,88.06,88.7324,82.6080504166,0,2018/04/01/clemlb-seamlb-1,638.667,4
85.97213396160002,92.69220855177143,117.88422445954285,112.0247856084,110.21776654405714,98.05794285714285,89.13759798557145,76.65034462754286,70.51,1,2018/04/01/clemlb-seamlb-1,601.344,5
113.35697817142857,118.79942491428572,154.88456377142856,106.81276971428572,110.393496,79.17868914285714,81.28,-20.0,72.52,0,2018/04/01/wasmlb-cinmlb-1,626.193,6
68.1908,102.78429485714285,146.87866857142856,87.2952858,96.87530857142859,90.94457142857142,101.8191024,76.54534514285714,-20.0,1,2018/04/01/wasmlb-cinmlb-1,618.075,5
87.6390742857143,107.86178455805714,121.66090922,122.41541914582857,102.68556243062858,102.32324084468573,121.27965688274284,91.04869956845715,-20.0,0,2018/04/01/sfnmlb-lanmlb-1,579.069,0
99.20245004651429,122.34485622857142,125.89575037291429,106.5955456,115.38648813588571,90.62593865908572,120.24655431428572,72.80254285714284,-20.0,1,2018/04/01/sfnmlb-lanmlb-1,639.9540000000001,9
114.44251179630558,109.388486036321,115.10781869814855,97.467127044719,90.15137000295114,108.56390805287727,89.13343764133883,84.97535840605715,-20.0,0,2018/04/02/minmlb-pitmlb-1,590.1569999999999,4
95.78083372671429,104.79678625071428,107.63927693354286,115.15010910288572,95.86010760159999,91.95741289280001,81.97974769622856,82.71704690405714,-20.0,1,2018/04/02/minmlb-pitmlb-1,651.2400000000001,5
84.90017876757145,84.69899807171427,116.45689452457142,118.99625058914286,69.54228571428571,98.78245714285713,86.91534686902857,58.43972790651429,66.53444676217143,0,2018/04/02/kcamlb-detmlb-1,624.015,1
70.69733293280002,90.22598717765716,128.83222557362856,109.36945327399998,92.28996147497145,79.9373042482,82.81053001982858,68.43042857142859,78.38817305628571,1,2018/04/02/kcamlb-detmlb-1,646.5870000000001,6
103.10746900573223,112.76559705222068,121.42758805864719,126.81587684086296,110.90609667920172,97.71054334402777,103.83485872918504,103.10769791428572,-20.0,0,2018/04/02/slnmlb-milmlb-1,635.598,8
112.96605826700001,129.359065169,115.51127,98.373880897,111.107566811,77.59025600000001,84.51909976637144,82.37999733914286,-20.0,1,2018/04/02/slnmlb-milmlb-1,592.335,4
97.92498770385714,147.71582284577613,139.78370762309342,107.38246974214287,122.57467707415978,102.72527617952628,99.61194203950342,89.70423807444584,-20.0,0,2018/04/02/chnmlb-cinmlb-1,617.283,0
108.13196571428571,66.35199999999999,146.96306354057145,96.90769656628572,102.9263644416,87.2523905442,81.68905388571429,67.6526662232,-20.0,1,2018/04/02/chnmlb-cinmlb-1,618.669,1
93.5501103446857,110.3630361104,128.28292419485715,84.84435185542856,88.57332619285714,85.41341370871426,84.65417142857143,79.75106339642856,62.666352967142856,0,2018/04/02/chamlb-tormlb-1,626.787,2
93.44012104188283,138.33150623201374,120.28439204655932,102.15081325257142,103.7687690429966,95.48150666346464,97.8800977200202,96.00015111077202,92.64017454914928,1,2018/04/02/chamlb-tormlb-1,646.6859999999999,4
94.50057940424729,132.19509633485973,100.14637452119871,98.33496254317184,99.4805847597472,94.06408909803416,84.62273903689291,101.93817199722035,72.40616320411429,0,2018/04/02/balmlb-houmlb-1,582.633,1
132.28727850842284,112.41904047663841,131.9873967573248,142.89269136575118,108.1355657142857,97.31326596992207,110.9931878997464,98.3275370456,95.91510724611427,1,2018/04/02/balmlb-houmlb-1,679.7520000000001,6
128.6546822739744,104.79180420742857,107.53538314822858,106.12910485184432,114.67147652344009,99.3242088256,96.47109841449942,78.75197738839589,-20.0,0,2018/04/02/bosmlb-miamlb-1,578.5740000000001,7
92.06999455678728,106.20486883487429,93.73239458136429,90.61096937403944,112.03058727157571,88.90888694661864,83.12458208742241,70.09934985714287,-20.0,1,2018/04/02/bosmlb-miamlb-1,678.6630000000001,3
110.10001949737145,119.27086190822857,159.9742580701714,106.3387383824,96.41988594285714,77.99808507268574,72.34925714285714,67.88,-20.0,0,2018/04/02/wasmlb-atlmlb-1,617.58,8
89.50208475728571,90.56495528114286,143.04166364585717,95.39518780442856,84.0999092304,88.11514106731428,81.19562963759998,66.85754457142858,-20.0,1,2018/04/02/wasmlb-atlmlb-1,622.0350000000001,1
117.40312133551632,121.30614217630979,128.7932852893384,107.42246424663324,118.15987417396721,104.86653256697143,87.2338775932678,90.98843244434286,-20.0,0,2018/04/02/lanmlb-arimlb-1,613.323,7
102.75969354971429,91.65260560685715,135.7145382397143,112.51962020514289,81.24895079397143,105.65084822314287,71.6312824112,94.60159514285715,-20.0,1,2018/04/02/lanmlb-arimlb-1,608.472,8
107.77140556959999,114.72422423079954,103.59584943764,112.67992313242412,106.69834053458071,85.0771232556439,92.14452879189663,65.87556798144082,83.7065561142857,0,2018/04/02/texmlb-oakmlb-1,635.697,1
97.5295072718532,95.435274547814,113.148544622931,115.89906198202257,109.644946911798,100.873335533344,96.34850670094616,98.70610064376486,90.351152367723,1,2018/04/02/texmlb-oakmlb-1,687.4739999999999,3
116.25330877854105,94.40006330937315,112.83030164154906,111.52974322216377,134.99436245841818,95.66997735973725,84.44794411405714,86.54556808522938,82.00101189736799,0,2018/04/02/clemlb-anamlb-1,643.221,6
105.90609441286881,176.05636735067088,110.779686253702,94.5593002073847,106.92009793153343,96.07434114933771,96.69877885609631,91.41304011428569,74.55677633418497,1,2018/04/02/clemlb-anamlb-1,618.669,0
113.72242730411429,96.83738349965714,117.68424895851429,99.35964970308572,91.73899420217144,78.06231081039998,79.13090928217144,98.49876114285713,-20.0,0,2018/04/02/colmlb-sdnmlb-1,617.481,7
86.75957838771428,111.72850600000001,121.24163041842856,93.54245275357141,81.33698603714286,86.57966399571428,81.0258014,90.0,-20.0,1,2018/04/02/colmlb-sdnmlb-1,651.4380000000001,4
83.93567713602512,84.1960936668857,113.91331418201788,92.90934611895128,69.11870881611428,97.55984670676986,85.17680755282848,62.42425636778977,74.93,0,2018/04/03/kcamlb-detmlb-1,644.805,1
72.67547885925649,89.58430966554975,128.30712395711873,111.63680001341395,93.88585826172277,79.52584656360251,80.58256365383043,76.9344581696,77.89877062228787,1,2018/04/03/kcamlb-detmlb-1,634.3109999999999,0
95.15529665926377,90.74205729167758,89.89531854807748,100.158154039,94.05509355288522,71.63260528279922,78.32297142857142,85.4634208,91.71531745714285,0,2018/04/03/tbamlb-nyamlb-1,623.9159999999999,4
97.73753480129999,127.41853047355083,164.0481688918974,97.62011934987669,112.52401352215055,109.3011997703433,100.45972951562081,71.28505712751246,91.65157815462857,1,2018/04/03/tbamlb-nyamlb-1,565.73172,11
87.89441342812378,94.28765481487154,120.64090082818069,116.08484620821542,111.31321061105386,86.65621731977032,92.03144458042568,69.61468571428571,-20.0,0,2018/04/03/seamlb-sfnmlb-1,674.3657400000002,6
85.44393077093635,108.59014554101441,119.04449338151234,123.7990321776056,100.25150793620949,101.57440590903965,79.42754285714288,90.891832398256,-20.0,1,2018/04/03/seamlb-sfnmlb-1,643.023,4
99.41622002193195,104.69697558778934,110.08242074774462,127.32521842396572,115.10178462344321,107.26466702974892,80.68398188037746,96.76415711254928,-20.0,0,2018/04/03/bosmlb-miamlb-1,677.89872,4
92.4035719317709,104.88106132568672,96.45211514259485,94.08295401059502,110.95842569663799,89.81607914806604,80.86426793437742,63.41870842258033,-20.0,1,2018/04/03/bosmlb-miamlb-1,536.03832,2
94.45569625601021,107.92406596942577,131.3209101843609,82.7466470232259,94.18093068634849,83.2583857539821,61.220002260823975,71.41,98.94636388894286,0,2018/04/03/chamlb-tormlb-1,613.2108,5
104.32757859766636,139.28892154891238,117.76198889529364,100.93981744612437,96.49701084325079,100.45371903031028,94.1932259784096,57.240571428571435,94.78610669638105,1,2018/04/03/chamlb-tormlb-1,675.693,14
102.07998499771429,122.27801647314286,95.63204406731428,131.7184595009143,97.54806885714285,85.694209,70.16078414285714,-20.0,85.55789949199999,0,2018/04/03/phimlb-nynmlb-1,645.2010000000001,0
95.67428571428572,102.84954374208598,125.133306921026,102.36289891012558,100.49944544366184,104.11472216861002,99.84982857142856,86.5292,-20.0,1,2018/04/03/phimlb-nynmlb-1,655.992,2
115.68558741577145,116.83172177890431,164.3826646374565,104.36221670422549,98.19662135160627,109.03687286727327,85.15153183400669,77.96777142857142,-20.0,0,2018/04/03/wasmlb-atlmlb-1,651.0578400000002,6
88.90566980336109,88.27765950380409,143.27116015709458,93.12428567362173,83.99814477441231,86.3734141562797,81.18972496222355,65.26925726830596,-20.0,1,2018/04/03/wasmlb-atlmlb-1,640.845,13
101.44679769024245,112.46992112229755,122.05350130896635,124.86322955013628,108.43154856522743,97.01965272660419,108.67885675013169,95.9170798682764,-20.0,0,2018/04/03/slnmlb-milmlb-1,617.0717999999999,4
114.3417839826485,126.7646900104949,113.05649891822321,100.10354054729656,114.6002435654122,80.8895415827943,83.92998843578451,81.33367040579869,-20.0,1,2018/04/03/slnmlb-milmlb-1,625.896,5
95.313057332772,129.5421273592886,100.1578673352211,99.3620641360288,100.91393916482087,95.43168995041272,82.40367552393124,85.39509938794286,93.56491428571428,0,2018/04/03/balmlb-houmlb-1,587.5097400000001,6
132.91599149120665,114.21534200604586,130.77370244846657,142.37526649021558,109.88279435023935,98.7307244091566,110.18879646988415,102.19823226795937,98.186446132432,1,2018/04/03/balmlb-houmlb-1,627.8760000000001,10
98.66041974138281,121.84080845132162,124.59784506243112,120.54341493891904,105.88006157440165,91.77110489558599,91.27228338880337,105.51531364142856,-20.0,0,2018/04/03/lanmlb-arimlb-1,597.186,1
99.84112493240136,94.69974346123199,136.68097661367642,113.82401405834887,81.9135687830608,83.56210123990142,48.35174608100277,65.71931428571428,-20.0,1,2018/04/03/lanmlb-arimlb-1,542.26872,6
109.29880076361755,114.4707256154785,102.21446334432554,110.14240239889921,105.917294132934,82.79675846946431,89.79652323728516,65.90115616348629,84.59083119142858,0,2018/04/03/texmlb-oakmlb-1,676.75296,4
98.06705796452073,78.54114285714286,95.24870517344463,114.8263147506637,115.15878833762527,99.32368031498885,98.25336848625722,100.95207601289171,80.70548571428574,1,2018/04/03/texmlb-oakmlb-1,631.15488,1
115.9777632041992,91.35663875860438,112.04414484841604,113.53824455856926,136.11219900487714,95.04249070864023,85.97108571428572,89.42389372631641,81.42830537746075,0,2018/04/03/clemlb-anamlb-1,610.0718400000001,2
105.02995410269358,173.87404361695798,110.750993230366,92.11096993913121,104.32942551708172,96.988714972514,95.87406841101242,116.26771428571428,75.20720000000001,1,2018/04/03/clemlb-anamlb-1,641.9340000000001,13
119.15118070255043,100.82404522381927,116.912200085208,100.4542028706785,78.26526341189485,79.26790387102416,96.82543476740116,87.14286867126509,-20.0,0,2018/04/03/colmlb-sdnmlb-1,638.568,4
84.76555314843561,93.10614287727712,123.47876702057344,96.02136719029384,80.40182857142857,81.11469147953896,82.25410039528819,87.68525714285713,-20.0,1,2018/04/03/colmlb-sdnmlb-1,637.875,8
114.4129090181928,115.03856871525691,166.5036261542679,103.4749338906994,108.8179746495148,77.03222111639744,72.19984518605716,71.32785714285714,-20.0,0,2018/04/04/wasmlb-atlmlb-1,608.1750000000001,1
87.29285445502163,91.05261719999723,147.73980842194158,96.63304112103769,87.8331293306155,58.013980428571436,82.79892233608184,81.1,-20.0,1,2018/04/04/wasmlb-atlmlb-1,536.42376,7
97.2440928687517,88.33344805733971,99.95597288705471,100.27558174782902,93.30002698933608,66.64435273828691,72.80364685737939,80.72722948571429,87.00591167225777,0,2018/04/04/tbamlb-nyamlb-1,564.3279,2
98.93917209061657,130.1022222534064,160.07785250786574,109.08922199375036,107.93487934733422,98.15240688648973,93.14683394541349,71.42497142857142,77.91,1,2018/04/04/tbamlb-nyamlb-1,628.52148,7
