steamerid,mlbamid,firstname,lastname,IP,G,GS,start_percent,start_IP,relief_IP,SV,League,DBTeamId,FBV,reliability,Throws,age,Krate,BBrate,HBPrate,GBrate,FBrate,LDrate,SIERA,BABIP,TBF,batters_per_IP,ERA,RA,K,BB,IBB,1b,2b,3b,HR,HBP,SH,SF,GB,FB,LD,K9,BB9,HBP9,HR9,H,ER,R,WHIP,W,L,QS,HLD,holds_old,SV_old,HR/FB,FIP,LOB%,ERA-,CG,ShO
10386,542266,Carlos,Contreras,1,1,0,0,0,1,0,NL,CIN,91.9,0.41007,R,26,0.2306,0.1309,0.007838,0.41678711,0.38079925,0.20241364,4.21,0.291352,4.46,4.46,4.4739,4.8105,1.0285,0.5839,0.0385,0.59112,0.17284,0.01736,0.1312,0.035,0.0468,0.04394,1.1535,1.0539,0.5602,9.2565,5.2551,0.315,1.181048007,0.9126,0.4971,0.5345,1.496450878,0.0433,0.0537,0,0,0,0,0.12451614,4.6527,0.73972471,110.2170715,0,0
10387,572044,Brooks,Pounders,10,10,0,0,0,10,0,AL,LAA,92.5,0.54234,R,26,0.2272,0.0903,0.010093,0.4080656,0.39306171,0.19887269,3.7,0.287483,42.644,4.2644,3.85506,4.16709,9.6887,3.8507,0.3877,5.98356,1.74135,0.17862,1.1819,0.4304,0.2303,0.462,11.6051,11.1784,5.6558,8.71983,3.46563,0.38736,1.063751548,9.0855,4.2834,4.6301,1.293617586,0.4984,0.4721,0,0.7304,0.7304,0,0.10573482,4.0301,0.74595174,94.96409104,0,0
10430,571710,Mychal,Givens,55,55,0,0,0,55,1.8086,AL,BAL,94.7,0.56852,R,27,0.2689,0.1025,0.011664,0.4099176,0.38392293,0.20615947,3.39,0.29123,234.342,4.260763636,3.712974545,4.014785455,63.0145,24.02,2.0331,30.42235,8.98816,0.84218,6.3577,2.7334,1.2654,2.27616,58.7564,55.0304,29.5503,10.31146364,3.930545455,0.4472836364,1.040352446,46.6104,22.6904,24.5348,1.284189072,2.8793,2.4599,0,14.3175,14.8633,1.1,0.11553086,3.8176,0.75747319,91.46368966,0,0
10466,518863,Taylor,Jordan,1,0.7089298246,0.0619,0.3574083,0.353,0.647,0,NL,WAS,90.7498142,0.55064,R,28,0.17607887,0.06657297,0.009426,0.49803168,0.29398797,0.20798035,3.8337227,0.3060761526,4.306,4.306,4.0977,4.4676,0.7582,0.2867,0.0302,0.73812,0.19661,0.01795,0.1081,0.0406,0.0453,0.03882,1.5814,0.9335,0.6604,6.8238,2.5803,0.3654,0.972812706,1.0608,0.4553,0.4964,1.347466013,0.0541,0.0517,0.0273,0,0,0,0.11579036,4.0176506,0.72098121,100.9350811,0.0008,0.0004
10481,474521,Shawn,Tolleson,30,30,0,0,0,30,0,AL,TBA,92.8,0.53952,R,29,0.2208,0.0795,0.007298,0.44182599,0.35785961,0.2003144,3.59,0.290019,126.529,4.217633333,3.69783,4.02369,27.9376,10.059,1.3199,18.67537,5.14893,0.57722,3.4711,0.9234,0.6833,1.28591,38.4211,31.1194,17.4193,8.38128,3.0177,0.27702,1.041315509,27.8726,12.3261,13.4123,1.264385775,1.4748,1.4365,0,2.9202,2.9202,0,0.1115398,3.8869,0.74841295,91.08926249,0,0
10498,500721,Yoervis,Medina,1,1,0,0,0,1,0,NL,CHN,92.7,0.51011,R,28,0.2142,0.115,0.009948,0.50400197,0.29200309,0.20399494,4,0.295508,4.38,4.38,3.9312,4.3038,0.9382,0.5037,0.0457,0.64116,0.16717,0.01857,0.0964,0.0436,0.046,0.03466,1.4357,0.8318,0.5811,8.4438,4.5333,0.3924,0.8679469857,0.9233,0.4368,0.4782,1.427035803,0.0504,0.0467,0,0,0,0,0.11593959,4.1662,0.7430515,96.8436169,0,0
105,150302,Jason,Marquis,1,0.1754385965,0.1754,1,1,0,0,NL,CIN,87.1,0.54592,R,38,0.165,0.0868,0.008867,0.50473264,0.29286534,0.20240201,4.34,0.30059,4.419,4.419,4.86,5.2506,0.7291,0.3836,0.0195,0.72004,0.1965,0.0208,0.1487,0.0392,0.0464,0.03925,1.6264,0.9437,0.6522,6.5619,3.4524,0.3528,1.338669643,1.0861,0.54,0.5834,1.469674356,0.0475,0.0739,0.0688,0,0,0,0.15761478,4.8908,0.71155477,119.7156977,0.0017,0.0008
10500,502011,Preston,Claiborne,1,1,0,0,0,1,0,AL,NYA,90.7,0.44112,R,29,0.1888,0.0908,0.007817,0.42824727,0.3692178,0.20253493,4.13,0.294876,4.365,4.365,4.5216,4.8618,0.8241,0.3963,0.0461,0.66793,0.18911,0.01794,0.1431,0.0341,0.0236,0.04706,1.3211,1.139,0.6248,7.4169,3.5667,0.3069,1.287794916,1.0181,0.5024,0.5402,1.414364451,0.0469,0.0501,0,0,0,0,0.12562627,4.6501,0.7276939,111.3723764,0,0
10504,571786,Mario,Hollands,1,1,0,0,0,1,0,NL,PHI,92.1,0.37529,L,28,0.1998,0.1034,0.009735,0.4856989,0.31580187,0.19849923,4.05,0.298321,4.39,4.39,4.1454,4.5108,0.8771,0.4539,0.0409,0.66858,0.17977,0.01753,0.1136,0.0427,0.0461,0.03908,1.4434,0.9385,0.5899,7.8939,4.0851,0.3843,1.022069541,0.9794,0.4606,0.5012,1.43334663,0.0452,0.0518,0,0,0,0,0.1210051,4.3589,0.74016984,102.112694,0,0
1051,408241,Jake,Peavy,45.67739618,8.1,8.1,1,45.67739618,0,0,FA,FA,88.8,0.73479,R,36,0.1733,0.0698,0.007512,0.36800034,0.42699992,0.20499974,4.37,0.29164,198.425,4.344052345,4.796477434,5.112717001,34.387,13.8501,0.6006,29.98561,10.08585,1.12716,7.4321,1.4906,1.5775,2.60333,54.1401,62.8201,30.1595,6.775408099,2.72894058,0.2936988778,1.464370309,48.6307,24.3434,25.9484,1.36787112,2.4813,3.1013,3.1535,0,0,0,0.11830719,4.7641,0.70982788,118.1539422,0.0464,0.0213
10510,543017,Hunter,Cervenka,25,25,0,0,0,25,0,NL,MIA,92.5,0.47621,L,27,0.2365,0.1254,0.009335,0.45665838,0.33774753,0.20559409,4.01,0.296675,109.794,4.39176,3.741372,4.089744,25.9662,13.7681,1.136,15.18906,4.11903,0.52611,2.1795,1.0249,1.1528,0.95663,31.0219,22.944,13.9665,9.347832,4.956516,0.368964,0.7846102221,22.0137,10.3927,11.3604,1.431271135,1.2279,1.1982,0,0.7905,0.7905,0,0.09499097,3.9782,0.75384282,92.16327727,0,0
10528,502457,Drew,Hayes,1,1,0,0,0,1,0,NL,CIN,90.6,0.54302,R,29,0.1885,0.1111,0.008758,0.46521294,0.33216772,0.20261934,4.34,0.294554,4.452,4.452,4.6143,4.9815,0.8393,0.4947,0.0421,0.66736,0.18193,0.01842,0.1336,0.039,0.0467,0.04192,1.4102,1.0069,0.6142,7.5537,4.4523,0.351,1.202634723,1.0013,0.5127,0.5535,1.49602809,0.0425,0.0545,0,0,0,0,0.13271038,4.8066,0.72816272,113.6706695,0,0
10529,518883,Dean,Kiekhefer,1,1,0,0,0,1,0,NL,SLN,86.9,0.51901,L,28,0.158,0.0667,0.008182,0.46593199,0.32895781,0.2051102,4.1,0.301249,4.329,4.329,4.1877,4.5513,0.684,0.2887,0.0446,0.74193,0.2032,0.02032,0.116,0.0354,0.0455,0.0448,1.5263,1.0776,0.6719,6.156,2.5983,0.3186,1.044334993,1.0815,0.4653,0.5057,1.370186792,0.0472,0.0498,0,0,0,0,0.10768116,4.2598,0.7238852,103.1670021,0,0
10534,502593,Jake,Petricka,40,40,0,0,0,40,0,AL,CHA,95.9,0.47808,R,29,0.2014,0.1052,0.008009,0.55979163,0.23691158,0.20329679,3.8,0.309811,174.064,4.3516,3.8397825,4.23558,35.0566,18.3116,1.7593,28.56137,6.6766,0.65125,3.4597,1.3941,0.9399,1.15927,66.2828,28.0518,24.0716,7.887735,4.12011,0.3136725,0.7784418386,39.349,17.0657,18.8248,1.441514037,1.8934,1.9875,0,7.8517,7.8517,0,0.12333403,3.9965,0.74209744,94.58720053,0,0
10547,519076,Jimmy,Nelson,120.042,21.06,21.06,1,120.042,0,0,NL,MIL,93.2,0.76337,R,28,0.1851,0.091,0.013948,0.48406533,0.30604134,0.20989334,4.23,0.307869,532.81,4.438529848,4.800967161,5.176773129,98.6231,48.4857,1.9373,84.71929,24.24102,2.7457,15.4336,7.4316,5.5945,4.74573,180.3746,114.0385,78.2114,7.394144549,3.635155196,0.5571749888,1.157111619,127.1396,64.0353,69.0478,1.463031902,5.9728,8.6025,8.397,0,0,0,0.13533635,4.5727,0.70615762,118.2647924,0.1091,0.05
10558,543900,Daniel,Webb,1,1,0,0,0,1,0,AL,CHA,93.7,0.47703,R,27,0.1853,0.1168,0.008405,0.47882534,0.3178652,0.20330946,4.43,0.302931,4.468,4.468,4.6521,5.0292,0.828,0.5219,0.0432,0.69327,0.18443,0.01866,0.1219,0.0376,0.0241,0.04017,1.4642,0.972,0.6217,7.452,4.6971,0.3384,1.096936273,1.0182,0.5169,0.5588,1.540145455,0.0432,0.0537,0,0,0,0,0.12539281,4.754,0.72414011,114.5993474,0,0
10586,592665,Addison,Reed,65,65,0,0,0,65,3.3557,NL,NYN,92.2,0.60167,R,28,0.2547,0.0709,0.006412,0.40172775,0.39673102,0.20154123,3.16,0.294357,271.512,4.177107692,3.610869231,3.898163077,69.1541,19.2502,2.8172,38.40543,11.62675,1.14668,7.5004,1.7409,2.8509,2.95215,71.7634,70.8708,36.0027,9.575183077,2.665412308,0.2410476923,1.038515197,58.6792,26.0785,28.1534,1.198914573,3.2227,3.0855,0,16.2031,12.5603,9.8,0.10583185,3.4881,0.74478954,88.94862295,0,0
10587,518452,Chad,Bettis,1,0.1754385965,0.1754,1,1,0,0,NL,COL,91.3,0.74787,R,28,0.1724,0.0768,0.008424,0.49412861,0.28306928,0.22280211,4.13,0.313596,4.399,4.399,4.7025,5.0868,0.7585,0.3379,0.0204,0.74823,0.20822,0.02758,0.1282,0.0371,0.0462,0.0379,1.5906,0.9112,0.7172,6.8265,3.0411,0.3339,1.153581347,1.1122,0.5225,0.5652,1.450105958,0.058,0.0637,0.0718,0,0,0,0.14066693,4.4213,0.7050269,115.8457958,0.0032,0.0014
10591,518397,Scott,Alexander,55,55,0,0,0,55,0,AL,KCA,91.3,0.5202,L,27,0.1758,0.0912,0.008805,0.49676528,0.29586051,0.20737422,4.1,0.299714,238.715,4.340272727,3.974972727,4.353365455,41.9661,21.7708,2.1334,38.64793,10.38881,1.1723,5.3532,2.1019,1.2891,2.09807,85.2789,50.7899,35.5996,6.86718,3.562494545,0.3439472727,0.8759764866,55.5622,24.2915,26.6039,1.406055012,2.629,2.7076,0,13.1052,12.2052,1.5,0.1053987,4.1884,0.73437153,97.91763168,0,0
10603,519242,Chris,Sale,213.2731915,32,32,1,213.2731915,0,0,AL,BOS,92.5,0.79389,L,28,0.2515,0.0526,0.01349,0.42090402,0.36291722,0.21617875,3.16,0.294362,878.39,4.118614224,3.495181906,3.796169103,220.9152,46.2033,2.0505,123.06317,42.7324,3.31472,24.9244,11.8495,4.7433,8.92093,250.3599,215.8685,128.5863,9.322488148,1.949751383,0.5000417505,1.051793978,194.0347,82.8254,89.9579,1.126433069,14.9737,9.1238,22.3755,0,0,0,0.11546096,3.4112,0.74647582,86.09854245,2.5512,1.1698
10606,519229,Seth,Rosin,1,1,0,0,0,1,0,NL,PHI,92.4,0.44298,R,28,0.1764,0.0868,0.007722,0.47869196,0.32281438,0.19849366,4.11,0.298553,4.376,4.376,4.4541,4.8204,0.772,0.3799,0.0401,0.70116,0.19353,0.01925,0.1295,0.0338,0.046,0.04225,1.5063,1.0158,0.6246,6.948,3.4191,0.3042,1.165266573,1.0434,0.4949,0.5356,1.423315105,0.0436,0.0534,0,0,0,0,0.12746019,4.5273,0.72227463,109.7120875,0,0
10620,543698,Donn,Roach,1,1,0,0,0,1,0,AL,SEA,90.1,0.68697,R,27,0.1375,0.0537,0.009983,0.50419352,0.29410553,0.20170095,4.03,0.300099,4.284,4.284,4.2075,4.5918,0.5891,0.2301,0.0389,0.77353,0.19875,0.01922,0.1186,0.0428,0.0231,0.04126,1.7133,0.9994,0.6854,5.3019,2.0709,0.3852,1.067442255,1.1101,0.4675,0.5102,1.340207847,0.0471,0.0499,0,0,0,0,0.1186759,4.3294,0.71720265,103.6374994,0,0
10636,572283,Madison,Younginer,1,1,0,0,0,1,0,NL,ATL,94,0.5176,R,26,0.1991,0.1013,0.010727,0.46824759,0.32516077,0.20659164,4.06,0.302409,4.403,4.403,4.2435,4.6026,0.8767,0.4461,0.0403,0.68015,0.18621,0.01863,0.1069,0.0472,0.0462,0.04042,1.398,0.9708,0.6168,7.8903,4.0149,0.4248,0.9620161756,0.9919,0.4715,0.5114,1.437977062,0.0445,0.0525,0,0,0,0,0.11010577,4.2631,0.7291315,104.5316906,0,0
10637,571893,Adam,Liberatore,20,20,0,0,0,20,0,NL,LAN,91.6,0.49478,L,30,0.2529,0.0887,0.008183,0.43397829,0.36698073,0.19904099,3.36,0.289932,84.495,4.22475,3.463425,3.774375,21.3688,7.4947,0.9218,11.68792,3.32096,0.29273,2.1637,0.6914,0.8872,0.8267,23.459,19.8374,10.7593,9.61596,3.372615,0.31113,0.9736737421,17.4653,7.6965,8.3875,1.248001322,1.0434,0.8981,0,0.8689,0.8689,0,0.10907273,3.6445,0.76314027,85.3152014,0,0
10657,571479,Andrew,Bellatti,1,1,0,0,0,1,0,AL,TBA,92.6,0.45985,R,25,0.2123,0.0941,0.007905,0.41483404,0.3848518,0.20031416,3.92,0.289367,4.303,4.303,4.0554,4.3803,0.9135,0.4049,0.0386,0.62089,0.1777,0.01977,0.1224,0.034,0.0232,0.04657,1.2148,1.127,0.5866,8.2215,3.6441,0.306,1.101656536,0.9408,0.4506,0.4867,1.345660987,0.0471,0.0499,0,0,0,0,0.10861249,4.228,0.73902736,99.90061768,0,0
10663,543668,Stephen,Pryor,1,1,0,0,0,1,0,AL,SEA,91.3,0.3334,R,27,0.1903,0.1202,0.007671,0.42214556,0.37613614,0.2017183,4.53,0.292419,4.458,4.458,4.6161,4.9671,0.8484,0.5359,0.0424,0.64603,0.18716,0.01806,0.1287,0.0342,0.0241,0.04686,1.2726,1.1339,0.6081,7.6356,4.8231,0.3078,1.158694535,0.98,0.5129,0.5519,1.515894567,0.0452,0.0517,0,0,0,0,0.11354073,4.8342,0.72868726,113.7199363,0,0
10688,592804,Tyler,Thornburg,55,55,0,0,0,55,0,AL,BOS,93.8,0.61145,R,28,0.2338,0.091,0.008311,0.35691879,0.42690263,0.21617858,3.69,0.291483,235.748,4.286327273,4.111314545,4.40154,55.1179,21.4531,2.0185,31.41934,11.31509,1.05461,6.9894,1.9593,1.273,2.75236,55.6723,66.5884,33.7196,9.019292727,3.510507273,0.3206127273,1.143714108,50.7784,25.1247,26.8983,1.313300132,2.7989,2.5396,0,13.6844,13.1444,0.9,0.10496369,4.0718,0.73429074,101.2751595,0,0
10706,571577,Scott,Copeland,1,0.3370526316,0.1411,0.8074576,0.804,0.196,0,AL,TOR,89.5347797,0.61325,R,29,0.13617505,0.07794414,0.009058,0.45473974,0.33781252,0.20744774,4.7106237,0.2989537107,4.425,4.425,5.1516,5.5305,0.6026,0.3449,0.0141,0.71927,0.23718,0.02555,0.1531,0.0401,0.0239,0.04764,1.5533,1.1539,0.7086,5.4234,3.1041,0.3609,1.377557437,1.1351,0.5724,0.6145,1.479956541,0.0504,0.0663,0.0489,0,0,0,0.13264749,5.0866292,0.69350396,126.9079706,0.0013,0.0006
10710,572017,Red,Patterson,1,0.1754385965,0.1754,1,1,0,0,NL,LAN,87.4,0.41374,R,30,0.1726,0.0797,0.009387,0.46895791,0.33198802,0.19905408,4.29,0.295676,4.357,4.357,4.4793,4.8483,0.7521,0.3473,0.0171,0.69013,0.20382,0.0179,0.1331,0.0409,0.0458,0.04379,1.4873,1.0529,0.6313,6.7689,3.1257,0.3681,1.197683318,1.0449,0.4977,0.5387,1.392234225,0.0575,0.0641,0.0762,0,0,0,0.1263899,4.5374,0.71736781,110.3500917,0.0023,0.001
10732,571800,Drew,Hutchison,63.47346923,11.34,11.34,1,63.47346923,0,0,NL,PIT,91.7,0.73361,R,26,0.2067,0.0787,0.011085,0.42011994,0.37210636,0.2077737,3.98,0.299964,274.658,4.327130742,4.299955608,4.631676881,56.7718,21.6156,0.7949,41.52279,12.80405,1.28448,7.8327,3.0446,2.8839,2.94708,79.9437,70.8073,39.5368,8.0497601,3.064908888,0.431698477,1.110606587,63.444,30.3259,32.6654,1.340081085,3.7264,4.0689,4.9571,0,0,0,0.11061956,4.1279,0.71869207,105.9234758,0.2166,0.0993
10745,572096,Trevor,Rosenthal,55,55,0,0,0,55,0,NL,SLN,97.2,0.58164,R,27,0.2863,0.1057,0.009874,0.46393921,0.33095635,0.20510443,3.19,0.296402,232.362,4.224763636,3.154467273,3.47184,66.5251,24.5606,1.9813,30.57925,8.46334,0.85942,4.3603,2.2943,2.4398,1.88608,63.3554,45.1953,28.009,10.88592545,4.019007273,0.3754309091,0.7134978428,44.2623,19.2773,21.2168,1.251324848,2.9524,2.3874,0,17.3849,16.1849,2,0.09647606,3.2233,0.76754685,77.7059545,0,0
10756,572888,Shane,Greene,30,30,0,0,0,30,0,AL,DET,92.8,0.64682,R,28,0.2115,0.0722,0.010673,0.4667342,0.33281055,0.20045525,3.55,0.299733,127.226,4.240866667,3.8217,4.15971,26.9084,9.1858,1.5961,19.81243,5.33646,0.75734,3.3434,1.3579,0.687,1.2257,41.6038,29.6661,17.8682,8.07252,2.75574,0.40737,1.003017394,29.2496,12.739,13.8657,1.281180893,1.5269,1.385,0,2.918,2.918,0,0.11270074,3.8563,0.7384142,94.1413366,0,0
1077,150119,Freddy,Garcia,1,0.2603684211,0.1574,0.898392,0.897,0.103,0,NL,ATL,85.9711256,0.49388,R,40,0.16282843,0.05104437,0.007863,0.46124172,0.33217909,0.20657919,4.0471638,0.3022241905,4.291,4.291,4.5,4.86,0.6986,0.219,0.0199,0.73115,0.21388,0.02235,0.1381,0.0337,0.0451,0.04545,1.5185,1.0936,0.6801,6.2874,1.971,0.3033,1.242812683,1.1055,0.5,0.54,1.324474172,0.0508,0.0681,0.0671,0,0,0,0.1262713,4.3030598,0.70238722,110.8580761,0.002,0.0009
10770,572788,Tyler,Cravy,20,20,0,0,0,20,0,NL,MIL,91,0.62687,R,27,0.2231,0.0891,0.009193,0.39705377,0.39305305,0.20989318,3.74,0.299503,87.108,4.3554,4.411575,4.72239,19.4338,7.7613,0.8193,12.57641,3.86243,0.42257,2.8142,0.8008,0.9146,0.95244,23.1044,22.8716,12.2136,8.74521,3.492585,0.36036,1.266385945,19.6756,9.8035,10.4942,1.371845233,0.8911,1.0485,0,0.7494,0.7494,0,0.12304303,4.3172,0.73025037,108.6725595,0,0
10796,572831,Josh,Edgin,10,10,0,0,0,10,0,NL,NYN,90.1,0.42601,L,30,0.2249,0.1062,0.009302,0.44514294,0.35311261,0.20174444,3.89,0.300693,43.783,4.3783,4.08159,4.42008,9.8468,4.6497,0.3993,6.39185,1.77173,0.17984,1.1318,0.4073,0.4597,0.41795,12.6466,10.032,5.7316,8.86212,4.18473,0.36657,1.018615878,9.4752,4.5351,4.9112,1.412491723,0.4655,0.5046,0,0.8192,0.8192,0,0.11281852,4.1661,0.74306746,100.5435485,0,0
10803,572827,Jake,Dunning,1,1,0,0,0,1,0,NL,SFN,88.5,0.54369,R,28,0.169,0.0967,0.010865,0.4823023,0.3171875,0.2005102,4.32,0.296577,4.401,4.401,4.2156,4.5918,0.7438,0.4256,0.0408,0.70387,0.18731,0.02366,0.0995,0.0478,0.0462,0.04138,1.5125,0.9947,0.6288,6.6942,3.8304,0.4302,0.8952630073,1.0143,0.4684,0.5102,1.439911875,0.0458,0.0512,0,0,0,0,0.10000369,4.3728,0.72491586,103.846883,0,0
10811,592314,Mike,Foltynewicz,152.6660029,25.92,25.92,1,152.6660029,0,0,NL,ATL,95,0.7148,R,25,0.2204,0.0854,0.010068,0.40280775,0.39081339,0.20637886,3.92,0.296474,660.606,4.327132351,4.275061819,4.594871725,145.5975,56.4157,2.2784,94.58586,30.2041,3.17972,20.3033,6.651,6.9364,7.24486,179.3371,173.997,91.8835,8.583296053,3.325830836,0.3920912244,1.196926603,148.273,72.5174,77.9423,1.340761655,8.1964,10.0507,12.6346,0,0,0,0.11668784,4.2078,0.72928618,105.310105,0.2226,0.1021
10835,592527,Michael,Mariot,1,1,0,0,0,1,0,NL,PHI,92.3,0.51509,R,28,0.2242,0.0995,0.007882,0.41816465,0.38315731,0.19867804,3.85,0.292327,4.348,4.348,4.2588,4.5819,0.9748,0.4326,0.0402,0.60842,0.18358,0.01859,0.1333,0.0343,0.0457,0.04563,1.1957,1.0956,0.5681,8.7732,3.8934,0.3087,1.199440215,0.9439,0.4732,0.5091,1.376461696,0.0448,0.0522,0,0,0,0,0.12164215,4.3306,0.73654213,104.9184344,0,0
10836,592879,Asher,Wojciechowski,10,10,0,0,0,10,0,NL,MIA,91.7,0.62999,R,28,0.1908,0.0806,0.010593,0.42310731,0.37109253,0.20580017,3.99,0.295418,43.309,4.3309,4.1607,4.49415,8.2633,3.4907,0.3909,6.65674,1.94888,0.24411,1.1393,0.4588,0.4547,0.47302,12.9613,11.3679,6.3044,7.43697,3.14163,0.41292,1.025402722,9.9891,4.623,4.9935,1.347977104,0.4685,0.5017,0,0.7905,0.7905,0,0.100224,4.1603,0.72467865,102.4920478,0,0
10855,592741,Chasen,Shreve,25,25,0,0,0,25,0,AL,NYA,91.3,0.52005,L,26,0.2429,0.1025,0.008407,0.42681754,0.37084235,0.20234011,3.66,0.29153,107.388,4.29552,3.90078,4.221108,26.0846,11.0073,0.928,14.78611,4.14148,0.38437,3.147,0.9028,0.5799,1.05552,29.3834,25.5299,13.9297,9.390456,3.962628,0.325008,1.132915315,22.459,10.8355,11.7253,1.338650193,1.2581,1.1683,0,0.7483,0.7483,0,0.12326672,4.1259,0.755717,96.08983588,0,0
10887,592330,Perci,Garner,30,30,0,0,0,30,0,AL,CLE,93,0.52888,R,28,0.1933,0.11,0.009269,0.46488057,0.32891487,0.20620456,4.26,0.297059,132.159,4.4053,4.33311,4.69755,25.5463,14.5374,1.2511,19.80115,5.68531,0.48207,3.4312,1.225,0.7137,1.22551,41.9134,29.6548,18.5913,7.66389,4.36122,0.3675,1.029373686,29.3998,14.4437,15.6585,1.464572491,1.447,1.4641,0,2.9351,2.9351,0,0.11570625,4.507,0.73104118,106.7388402,0,0
10925,548357,Christian,Bergman,1,0.8326140351,0.0356,0.2069203,0.203,0.797,0,NL,COL,90.2344638,0.62164,R,29,0.16832007,0.05878297,0.006843,0.40209939,0.3750986,0.22280201,4.0703598,0.3050953122,4.364,4.364,4.9329,5.2623,0.7345,0.2565,0.0356,0.72259,0.21906,0.02765,0.1658,0.0299,0.0458,0.05139,1.3254,1.2364,0.7344,6.6105,2.3085,0.2691,1.492509065,1.1351,0.5481,0.5847,1.391625061,0.0471,0.0549,0.0115,0,0,0,0.13412677,4.6930202,0.70359452,121.5048979,0.0003,0.0001
10938,594977,Kenneth,Roberts,1,1,0,0,0,1,0,NL,PHI,87.7,0.40312,L,29,0.1782,0.0791,0.008168,0.47518002,0.32613267,0.19868731,4,0.297637,4.337,4.337,4.185,4.5459,0.7728,0.343,0.0393,0.70165,0.19078,0.01882,0.1237,0.0354,0.0455,0.04258,1.4914,1.0236,0.6236,6.9552,3.087,0.3186,1.113409399,1.035,0.465,0.5051,1.377956436,0.045,0.052,0,0,0,0,0.12085986,4.3449,0.73237071,103.0881753,0,0
10946,595001,Josh,Smith,1,0.8895087719,0.0235,0.1375551,0.134,0.866,0,NL,CIN,90.6037114,0.69184,R,29,0.20816439,0.07913691,0.009846,0.42918915,0.36818288,0.20262796,3.7831663,0.2927235634,4.311,4.311,4.3398,4.6674,0.8974,0.3412,0.0417,0.64075,0.18548,0.01876,0.1434,0.0424,0.0452,0.04571,1.2804,1.0984,0.6045,8.0766,3.0708,0.3816,1.290217484,0.9883,0.4822,0.5186,1.329538954,0.0448,0.0554,0.0089,0,0,0,0.13051484,4.3666904,0.72857833,106.9099042,0.0002,0.0001
10954,594798,Jacob,deGrom,180.333032,29.16,29.16,1,180.333032,0,0,NL,NYN,93.2,0.73715,R,29,0.2356,0.0617,0.006151,0.46214895,0.33610829,0.20174275,3.37,0.299074,751.388,4.166668701,3.573228892,3.90131188,177.0269,46.3606,2.4127,113.62044,33.5138,3.42589,19.9574,4.6218,7.8896,7.21032,238.1558,173.2042,103.9626,8.834998684,2.313749153,0.2306632321,0.9960289216,170.5176,71.5968,78.1706,1.202653584,11.1438,9.9346,17.861,0,0,0,0.11522489,3.4705,0.74049232,88.01994503,0.6022,0.2761
10962,594772,Jake,Buchanan,1,0.3131403509,0.1461,0.8363301,0.833,0.167,0,NL,CHN,89.1145689,0.67153,R,27,0.15523366,0.0722669,0.009838,0.51700993,0.27902415,0.20396592,4.1719779,0.2984703746,4.338,4.338,4.3137,4.7088,0.6734,0.3135,0.021,0.73254,0.19702,0.02271,0.118,0.0427,0.0456,0.03784,1.6869,0.9104,0.6655,6.0606,2.8215,0.3843,1.061757043,1.0702,0.4793,0.5232,1.383745476,0.0591,0.0585,0.0646,0,0,0,0.1295837,4.4024862,0.71613213,106.2809601,0.0019,0.0009
10968,534947,Tim,Adleman,29.09850075,21.62,1.62,0.3184966,9.098500755,20,0,NL,CIN,90.3770524,0.65849,R,29,0.1856177,0.06704421,0.00871,0.40119501,0.39619212,0.20261287,3.9929476,0.291936398,125.791,4.322937496,4.622186591,4.942491753,23.3489,8.4335,0.9433,19.26864,5.85591,0.59474,4.8131,1.0957,1.3208,1.5085,36.7282,36.2702,18.5486,7.221681343,2.608433357,0.3388937486,1.488659477,30.5324,14.9443,15.9799,1.339102677,1.2939,1.7577,0.5685,0.7194,0.7194,0,0.13270079,4.67490338,0.72266875,113.8593359,0.0128,0.0059
10976,594951,Ryan,O'Rourke,15,15,0,0,0,15,0,AL,MIN,89.6,0.45794,L,29,0.2224,0.0991,0.007813,0.41600753,0.37300694,0.21098554,3.86,0.29721,64.879,4.325266667,4.03254,4.35792,14.4291,6.4295,0.6051,9.36784,2.74473,0.29669,1.761,0.5069,0.3503,0.66546,17.9558,16.0998,9.1066,8.65746,3.8577,0.30414,1.056579814,14.1702,6.7209,7.2632,1.373315218,0.7299,0.7257,0,0.6739,0.6739,0,0.10937815,4.1366,0.74262238,99.33651358,0,0
10982,595032,Chase,Whitley,40,40,0,0,0,40,0,AL,TBA,90.7,0.51274,R,28,0.2171,0.0675,0.009405,0.44382542,0.35585985,0.20031473,3.48,0.291699,167.645,4.191125,3.67533,3.99825,36.3956,11.316,1.3358,25.4191,6.99776,0.78041,4.5495,1.5767,0.9053,1.72758,52.1482,41.8125,23.5364,8.18901,2.5461,0.3547575,1.023642214,37.7468,16.3348,17.77,1.226569711,1.9725,1.9094,0,8.0306,8.0306,0,0.10880768,3.7728,0.74247505,90.53501175,0,0
10983,594985,Ben,Rowen,1,1,0,0,0,1,0,NL,MIL,79.8,0.50645,R,28,0.1711,0.073,0.009195,0.4905678,0.29974827,0.20968394,3.93,0.308279,4.367,4.367,4.5666,4.9374,0.7472,0.3188,0.0441,0.739,0.20328,0.02326,0.1287,0.0402,0.0459,0.0401,1.5785,0.9645,0.6747,6.7248,2.8692,0.3618,1.158375458,1.0942,0.5074,0.5486,1.413043272,0.0435,0.0535,0,0,0,0,0.13344571,4.4028,0.7106101,112.4931946,0,0
