steamerid,mlbamid,firstname,lastname,IP,G,GS,start_percent,start_IP,relief_IP,SV,League,DBTeamId,FBV,reliability,Throws,age,Krate,BBrate,HBPrate,GBrate,FBrate,LDrate,SIERA,BABIP,TBF,batters_per_IP,ERA,RA,K,BB,IBB,1b,2b,3b,HR,HBP,SH,SF,GB,FB,LD,K9,BB9,HBP9,HR9,H,ER,R,WHIP,W,L,QS,HLD,holds_old,SV_old,HR/FB,FIP,LOB%,ERA-,CG,ShO
1451,421685,Aaron,Harang,144.5417247,24.3,24.3,1,144.5417247,0,0,FA,FA,88.6,0.6745,R,39,0.152,0.0732,0.007306,0.37600003,0.41899998,0.205,4.68,0.294875,636.187,4.401407284,5.055387996,5.386212193,96.7004,46.5689,3.2834,100.0587,33.28927,3.71211,23.4628,4.648,5.0577,8.38813,181.6878,202.4659,99.0585,6.021123671,2.899647841,0.2894112415,1.460929916,160.5229,81.1905,86.5036,1.432747454,7.1459,10.0274,9.9896,0,0,0,0.11588526,4.9822,0.70006649,124.5315208,0.1473,0.0675
14524,600917,Jose,Leclerc,10,10,0,0,0,10,0,AL,TEX,95.6,0.56847,R,23,0.2366,0.143,0.008443,0.40891214,0.3809179,0.21016997,4.33,0.295899,44.843,4.4843,4.44996,4.788,10.6099,6.4126,0.4368,5.8476,1.7202,0.20096,1.1872,0.3786,0.2422,0.42865,11.1247,10.3631,5.7178,9.54891,5.77134,0.34074,1.068499263,8.956,4.9444,5.32,1.536858038,0.4773,0.493,0,0.7486,0.7486,0,0.11456238,4.6058,0.7403002,109.6160174,0,0
14527,605347,Jorge,Lopez,9.206341463,1.62,1.62,1,9.206341463,0,0,NL,MIL,93.2,0.66807,R,24,0.1878,0.1108,0.00861,0.47206391,0.31804327,0.20989282,4.52,0.30598,41.358,4.492338261,4.929384835,5.307711016,7.7671,4.5825,0.1611,6.33659,1.84598,0.20615,1.2366,0.3561,0.4343,0.37359,13.319,8.9734,5.922,7.593016214,4.479792561,0.3481187411,1.208904236,9.6254,5.0424,5.4294,1.543268028,0.4462,0.673,0.6185,0,0,0,0.13780959,4.8152,0.71181934,121.4277166,0.0171,0.0078
14542,608032,Carlos,Estevez,55,55,0,0,0,55,3.4744,NL,COL,96.3,0.50363,R,24,0.2315,0.0989,0.009464,0.43068299,0.3467446,0.22257241,3.72,0.302966,240.07,4.364909091,4.289678182,4.619667273,55.5762,23.7429,2.3572,34.68868,10.00581,1.25223,6.8223,2.272,2.5207,2.25474,67.2179,54.1174,34.7375,9.094287273,3.885201818,0.3717818182,1.116378985,52.769,26.2147,28.2313,1.391126004,2.6832,2.654,0,14.6488,15.6451,2.2,0.12606511,4.1576,0.73018442,105.6697521,0,0
14605,624586,James,Hoyt,25,25,0,0,0,25,0,AL,HOU,92.3,0.52508,R,30,0.2936,0.0911,0.008423,0.4586545,0.33974366,0.20160183,2.93,0.296377,103.734,4.14936,3.216024,3.519252,30.4564,9.4502,0.9673,13.60592,3.88358,0.4544,2.4099,0.8738,0.5602,0.87759,28.6388,21.2139,12.5882,10.964304,3.402072,0.314568,0.8675717724,20.3538,8.9334,9.7757,1.192160882,1.3823,1.0451,0,0.7909,0.7909,0,0.11360106,3.2025,0.76553524,79.22090653,0,0
14663,592346,Chi Chi,Gonzalez,1,0.1754385965,0.1754,1,1,0,0,AL,TEX,91.6,0.70283,R,25,0.136,0.0941,0.009204,0.45489793,0.33493905,0.21016302,4.96,0.303119,4.507,4.507,5.3568,5.7429,0.6129,0.4241,0.0087,0.74847,0.21857,0.02658,0.1501,0.0415,0.0243,0.04708,1.5487,1.1403,0.7155,5.5161,3.8169,0.3735,1.351054391,1.1437,0.5952,0.6381,1.567836014,0.0505,0.0709,0.0592,0,0,0,0.13164707,5.2695,0.69415055,131.9486274,0.0031,0.0014
14665,594311,Jandel,Gustave,30,30,0,0,0,30,0,AL,HOU,96.9,0.52459,R,24,0.222,0.0999,0.012394,0.43210667,0.36609034,0.20180299,3.86,0.295268,130.378,4.345933333,4.22688,4.55793,28.9439,13.0248,1.1845,18.42284,5.46091,0.64075,3.7352,1.6159,0.704,1.30248,37.1906,31.5087,17.3688,8.68317,3.90744,0.48477,1.120550255,28.2597,14.0896,15.1931,1.376148997,1.4734,1.4379,0,3.1635,3.1635,0,0.11854401,4.3,0.73550398,104.1227767,0,0
14682,606131,Luis,Perdomo,130.41,22.68,22.68,1,130.41,0,0,NL,SDN,92.9,0.67217,R,24,0.1606,0.079,0.009365,0.556853,0.23993678,0.20321022,4.05,0.309597,569.476,4.366812361,4.28342305,4.694941339,91.4578,44.9886,2.8246,100.12573,25.33182,2.85581,13.2429,5.3331,5.9795,4.20843,234.8963,101.2121,85.7198,6.31178744,3.104803313,0.3680538302,0.9139342887,141.5563,62.0668,68.0297,1.430449093,6.6415,9.1263,10.5187,0,0,0,0.13084313,4.2221,0.71449042,105.5145619,0.5977,0.2741
14696,605309,Keone,Kela,45,45,0,0,0,45,0,AL,TEX,96.1,0.48321,R,24,0.2834,0.1015,0.008996,0.45790218,0.33192846,0.21016936,3.17,0.2981,189.474,4.210533333,3.38404,3.69936,53.6968,19.2316,1.5472,25.2315,6.93693,0.79307,4.2687,1.7045,1.0232,1.56316,52.1285,37.7874,23.9261,10.73936,3.84632,0.3409,0.853749888,37.2302,16.9202,18.4968,1.25470771,2.4264,1.9426,0,10.4806,10.1806,0.5,0.11296754,3.3894,0.7600972,83.3593121,0,0
14697,605894,Severino,Gonzalez,15,15,0,0,0,15,0,NL,MIA,90.8,0.63868,R,24,0.1883,0.0555,0.010543,0.38109554,0.41310475,0.20579971,3.8,0.291677,63.721,4.248066667,4.0893,4.39242,11.9987,3.5365,0.5564,9.8575,3.05967,0.38302,1.9152,0.6718,0.6691,0.80455,17.848,19.3471,9.6383,7.19922,2.1219,0.40308,1.149099473,15.2154,6.8155,7.3207,1.250124104,0.711,0.7444,0,0.7905,0.7905,0,0.09898981,4.0486,0.7228916,100.7332255,0,0
14699,608167,Jonathan,Aro,1,1,0,0,0,1,0,AL,SEA,92.9,0.49422,R,26,0.1891,0.086,0.008818,0.39715,0.4011426,0.2017074,4.12,0.290031,4.337,4.337,4.3992,4.7223,0.82,0.3729,0.0395,0.6475,0.19434,0.01867,0.1384,0.0382,0.0234,0.05105,1.2235,1.2358,0.6214,7.38,3.3561,0.3438,1.245192966,0.9989,0.4888,0.5247,1.371759637,0.0465,0.0506,0,0,0,0,0.11195564,4.5389,0.72785218,108.3769591,0,0
14710,621242,Edwin,Diaz,65,65,0,0,0,65,34.7864,AL,SEA,96.6,0.6144,R,23,0.3029,0.0748,0.011522,0.45616763,0.34212603,0.20170634,2.64,0.289361,264.013,4.061738462,2.821223077,3.11022,79.9695,19.7482,2.4471,34.55136,9.54436,0.93337,5.638,3.042,1.4257,2.26101,72.8814,54.6611,32.2264,11.0727,2.734366154,0.4212,0.7806400516,50.6671,20.3755,22.4627,1.083311596,3.6687,2.6429,0,1.8514,4.5824,34.1,0.10314384,2.8658,0.77778146,69.49565346,0,0
14741,621397,Tyler,Olson,1,1,0,0,0,1,0,AL,NYA,88.1,0.55842,L,27,0.1734,0.0835,0.00943,0.42723049,0.37022038,0.20254913,4.23,0.296274,4.376,4.376,4.5531,4.8969,0.7589,0.3654,0.0498,0.69527,0.19466,0.01817,0.1457,0.0413,0.0236,0.04871,1.3609,1.1793,0.6452,6.8301,3.2886,0.3717,1.311715667,1.0538,0.5059,0.5441,1.419245903,0.0467,0.0503,0,0,0,0,0.12358703,4.744,0.72936331,112.1631075,0,0
1475,400010,Jon,Rauch,1,1,0,0,0,1,0,NL,MIA,89.2,0.15385,R,38,0.188,0.084,0.008893,0.41111943,0.383093,0.20578757,4.08,0.292301,4.337,4.337,4.2111,4.5414,0.8153,0.3643,0.043,0.65724,0.19568,0.02442,0.1169,0.0386,0.0455,0.04897,1.263,1.1769,0.6322,7.3377,3.2787,0.3474,1.052293213,0.9943,0.4679,0.5046,1.358561052,0.0466,0.0504,0,0,0,0,0.09934699,4.2451,0.72361738,103.7360328,0,0
14765,628711,Julio,Urias,105.09264,19.44,19.44,1,105.09264,0,0,NL,LAN,93.2,0.61916,L,20,0.2574,0.0847,0.009212,0.47197588,0.32898321,0.19904091,3.4,0.291395,440.64,4.192872117,3.302631849,3.633848193,113.4207,37.3222,1.563,60.78168,18.05471,1.3566,10.6346,4.0592,4.6267,3.8556,132.7317,92.5185,55.9754,9.713204464,3.19622573,0.3476247242,0.9107294141,90.8275,38.5647,42.4323,1.219397903,7.5748,5.6072,10.026,0,0,0,0.11494513,3.4853,0.76522508,81.35415607,0.3554,0.163
1478,467094,Felix,Doubront,1,0.3279824561,0.143,0.8187429,0.815,0.185,0,AL,OAK,90.32688,0.62798,L,29,0.18016336,0.08836869,0.00719,0.43835311,0.35728149,0.2043654,4.3513074,0.3022391867,4.375,4.375,4.5639,4.9185,0.7883,0.3866,0.0095,0.6879,0.21029,0.02095,0.1279,0.0315,0.0236,0.04639,1.3777,1.1229,0.6423,7.0947,3.4794,0.2835,1.151283806,1.0471,0.5071,0.5465,1.433652429,0.0524,0.0646,0.0588,0,0,0,0.11391969,4.4876465,0.71431324,112.4332986,0.0013,0.0006
14814,571656,Buck,Farmer,79.47264727,34.72,9.72,0.6914755,54.47264727,25,0,AL,DET,92.7159671,0.67248,R,26,0.18073665,0.08513708,0.008939,0.4351877,0.3641569,0.2006554,4.2855214,0.2969454366,346.731,4.362897323,4.626946662,4.975802538,62.667,29.5196,1.6756,53.58739,15.55017,2.22192,11.1329,3.0994,1.8724,3.75262,108.5641,90.8444,50.0565,7.096819086,3.342991697,0.3509962353,1.26075743,82.4923,40.8573,43.9378,1.409439966,4.2987,4.8095,3.6611,0.7295,0.7295,0,0.12254865,4.622359769,0.71512981,113.9775574,0.0977,0.0448
1483,457754,Jon,Edwards,1,1,0,0,0,1,0,NL,SDN,93.8,0.39208,R,29,0.2736,0.1155,0.007949,0.4218934,0.37491169,0.20319491,3.5,0.292851,4.299,4.299,3.6252,3.9366,1.1763,0.4966,0.0383,0.55232,0.15935,0.01776,0.1014,0.0342,0.0451,0.03985,1.0749,0.9552,0.5177,10.5867,4.4694,0.3078,0.9127990309,0.8309,0.4028,0.4374,1.327454772,0.0468,0.0502,0,0,0,0,0.10617893,3.7053,0.7577947,89.31073344,0,0
14843,547179,Michael,Lorenzen,55,55,0,0,0,55,0,NL,CIN,94.5,0.6307,R,25,0.2178,0.0803,0.010681,0.49774363,0.29984558,0.20241079,3.49,0.298348,235.043,4.273509091,3.856385455,4.207974545,51.1923,18.8739,2.6252,36.1935,9.42036,0.96658,6.338,2.5105,2.4679,1.99833,79.679,47.9994,32.402,8.376921818,3.088456364,0.4108090909,1.037120051,52.9184,23.5668,25.7154,1.305314411,2.5576,2.7781,0,15.466,13.126,3.9,0.1320424,3.9499,0.74258978,94.99611441,0,0
14844,571616,Matt,Dermody,20,20,0,0,0,20,0,AL,TOR,90.9,0.50843,L,26,0.1642,0.0774,0.008275,0.43975444,0.35280376,0.2074418,4.23,0.295867,86.919,4.34595,4.492035,4.844745,14.2721,6.7275,0.8016,13.70058,4.33735,0.44329,2.7353,0.7193,0.4694,0.94368,28.4814,22.8499,13.4353,6.422445,3.027375,0.323685,1.230905829,21.2166,9.9823,10.7661,1.397203313,0.948,0.9925,0,0.736,0.736,0,0.11970933,4.6148,0.72067938,110.6530821,0,0
14857,573009,Joe,Mantiply,15,15,0,0,0,15,0,AL,DET,86.2,0.4959,L,26,0.1757,0.0802,0.008177,0.4407484,0.35879626,0.20045534,4.13,0.297632,65.02,4.334666667,4.29564,4.64292,11.4239,5.2146,0.6219,10.42029,2.86364,0.39081,1.9043,0.5317,0.3511,0.70429,20.9467,17.0519,9.5267,6.85434,3.12876,0.31902,1.142566958,15.579,7.1594,7.7382,1.386241347,0.7238,0.7318,0,0.7295,0.7295,0,0.11167543,4.4234,0.72816761,105.815089,0,0
14862,643327,Zack,Godley,38.12107077,23.24,3.24,0.4821807,18.12107077,20,0,NL,ARI,90.8624735,0.67398,R,27,0.19415051,0.08095577,0.010695,0.49619011,0.30111555,0.20269434,3.8671701,0.3049278434,165.411,4.339096375,4.25221529,4.618886523,32.1147,13.391,1.2882,26.2071,7.5457,0.93787,4.3695,1.7691,1.7369,1.45793,57.7342,35.0363,23.5845,7.581956492,3.161479926,0.417666652,1.031584846,39.0601,18.011,19.5641,1.375908894,1.9324,2.232,1.3031,0.7921,0.7921,0,0.1247123,4.145193518,0.72045683,104.7470686,0.0314,0.0144
14867,592705,Nick,Rumbelow,1,1,0,0,0,1,0,AL,NYA,92.9,0.40511,R,25,0.2254,0.0887,0.007389,0.43381435,0.36384765,0.202338,3.67,0.295765,4.281,4.281,4.0536,4.3785,0.9649,0.3797,0.0402,0.62776,0.17663,0.01656,0.1289,0.0316,0.0231,0.04335,1.2506,1.0489,0.5833,8.6841,3.4173,0.2844,1.160274268,0.9499,0.4504,0.4865,1.329565179,0.0494,0.0476,0,0,0,0,0.12290911,4.1271,0.74081598,99.85381428,0,0
14914,592422,Jason,Hursh,1,1,0,0,0,1,0,NL,ATL,93.3,0.59299,R,25,0.1702,0.0931,0.009092,0.4792429,0.31416404,0.20659306,4.25,0.304196,4.423,4.423,4.4739,4.8474,0.7528,0.4118,0.0409,0.72841,0.19617,0.01996,0.1131,0.0402,0.0464,0.04143,1.5192,0.9959,0.6549,6.7752,3.7062,0.3618,1.017529477,1.0576,0.4971,0.5386,1.469395051,0.0433,0.0537,0,0,0,0,0.11352428,4.4672,0.7185569,110.1973649,0,0
14916,592351,Jon,Gray,184.4023518,30.78,30.78,1,184.4023518,0,0,NL,COL,94.6,0.73121,R,25,0.2374,0.0828,0.010476,0.44811809,0.32908662,0.22279528,3.61,0.306795,793.811,4.304776984,4.16598049,4.500772315,188.4508,65.7276,3.2364,116.71622,34.6764,4.59946,22.8603,8.316,8.335,7.16732,234.2959,172.061,116.4872,9.197589852,3.20792221,0.4058733484,1.115726935,178.8524,85.3574,92.217,1.326338723,11.5758,10.3245,15.8789,0,0,0,0.13286158,3.9193,0.72741112,102.6226047,0.6787,0.3112
14934,594760,Aaron,Blair,26.33280545,4.86,4.86,1,26.33280545,0,0,NL,ATL,90.7,0.6997,R,25,0.1844,0.0953,0.010541,0.42879466,0.36482612,0.20637922,4.44,0.298869,116.723,4.432607844,4.764365127,5.116841813,21.5238,11.1237,0.5604,17.67708,5.44964,0.56929,3.56,1.2304,1.2256,1.23984,35.0149,29.7913,16.8527,7.356382909,3.801847098,0.4205248856,1.216730752,27.256,13.9399,14.9712,1.457486275,1.3479,1.9356,1.7348,0,0,0,0.11949773,4.6772,0.71156998,117.3607478,0.0427,0.0196
14957,600526,Jose,Torres,1,1,0,0,0,1,0,NL,SDN,94.4,0.46779,L,23,0.227,0.1081,0.008248,0.44988983,0.34689743,0.20321274,3.88,0.295823,4.354,4.354,3.8835,4.2246,0.9882,0.4706,0.0402,0.62462,0.17078,0.01876,0.1065,0.0359,0.0457,0.04067,1.2659,0.9761,0.5718,8.8938,4.2354,0.3231,0.9588295673,0.9207,0.4315,0.4694,1.391299948,0.0451,0.0519,0,0,0,0,0.10914519,4.0751,0.74942368,95.66121531,0,0
14975,641771,Chad,Kuhl,128.80224,22.68,22.68,1,128.80224,0,0,NL,PIT,92.3,0.69266,R,24,0.1703,0.0681,0.010567,0.44812807,0.34409838,0.20777355,4.22,0.304548,560.497,4.351609102,4.476737361,4.833950093,95.4527,38.1699,2.0099,92.96774,27.60828,2.79214,15.8657,5.9228,5.8852,5.93735,185.9498,142.7829,86.2152,6.669715527,2.667105013,0.413853051,1.108608886,139.2339,64.0682,69.1804,1.377334471,7.2187,8.4726,9.775,0,0,0,0.11111765,4.2932,0.70847817,110.2761916,0.2294,0.1052
15010,608349,Corey,Knebel,65,65,0,0,0,65,3.4015,NL,MIL,95.4,0.50983,R,25,0.2789,0.0986,0.008596,0.45706177,0.33304501,0.20989322,3.17,0.30177,276.126,4.248092308,3.560912308,3.876133846,77.0115,27.226,2.5903,37.41972,10.55617,1.1511,6.7186,2.3736,2.8993,2.31449,76.1432,55.4829,34.9667,10.66313077,3.769753846,0.3286523077,0.9302692135,55.8456,25.7177,27.9943,1.278024633,3.2049,3.1031,0,14.5009,14.0686,4.5,0.12109336,3.4873,0.75554375,87.71695463,0,0
15015,621052,Alex,Reyes,1,0.4862982456,0.1093,0.6303993,0.623,0.377,0,NL,SLN,95.9587205,0.61962,R,22,0.28109524,0.11764751,0.008527,0.43893834,0.35594579,0.20511587,3.5695354,0.2932318573,4.283,4.283,3.4713,3.7926,1.204,0.5039,0.0254,0.54049,0.16046,0.01685,0.0909,0.0365,0.045,0.03706,1.0948,0.8878,0.5116,10.836,4.5351,0.3285,0.8181411432,0.8087,0.3857,0.4214,1.312597836,0.061,0.0515,0.0562,0,0,0,0.10239307,3.5419484,0.75926827,85.52652612,0.0018,0.0008
15033,641490,Kyle,Crockett,25,25,0,0,0,25,0,AL,CLE,89.1,0.48162,L,25,0.2002,0.0923,0.009157,0.48287454,0.31092006,0.20620539,3.89,0.298025,107.805,4.3122,3.880224,4.241196,21.5826,9.9504,1.0519,16.71948,4.53876,0.38982,2.6465,0.9872,0.5821,0.96,36.0814,23.2326,15.4081,7.769736,3.582144,0.355392,0.9527352477,24.2945,10.7784,11.7811,1.369797846,1.2673,1.1592,0,0.7338,0.7338,0,0.11391264,4.1091,0.74383855,95.58238854,0,0
15038,608566,German,Marquez,128.3440102,22.68,22.68,1,128.3440102,0,0,NL,COL,93.8,0.67628,R,22,0.1822,0.074,0.011329,0.49463573,0.28279174,0.22257253,3.98,0.310003,560.699,4.368719654,4.551919478,4.929558449,102.1594,41.4917,2.1469,92.97624,25.88329,3.41517,16.2646,6.3522,5.8873,4.76538,200.3802,114.5608,90.1656,7.163829448,2.909565466,0.4454419018,1.140537746,138.5393,64.9124,70.2977,1.402722088,7.6881,7.9899,9.5129,0,0,0,0.14197331,4.3208,0.70951355,112.1286208,0.2706,0.1241
15046,641627,Trevor,Gott,30,30,0,0,0,30,0,NL,WAS,94.4,0.51578,R,24,0.1949,0.0927,0.010197,0.49701923,0.2950111,0.20796967,3.91,0.306648,131.176,4.372533333,4.08624,4.45617,25.5662,12.16,1.2946,21.2933,5.54705,0.49284,2.9769,1.3376,1.3774,1.11408,45.0953,26.7668,18.8694,7.66986,3.648,0.40128,0.8930842942,30.3101,13.6208,14.8539,1.415670919,1.4854,1.4261,0,3.3584,3.3584,0,0.11121791,4.0824,0.73041945,100.656862,0,0
15051,611093,Silvino,Bracho,25,25,0,0,0,25,0,NL,ARI,92.8,0.48767,R,24,0.247,0.0804,0.009268,0.38314704,0.41415879,0.20269417,3.38,0.292273,106.247,4.24988,3.956976,4.244508,26.2431,8.5423,1.0002,14.35294,4.72534,0.57529,3.2333,0.9847,1.1156,1.19624,26.5655,28.7157,14.0538,9.447516,3.075228,0.354492,1.16398033,22.8869,10.9916,11.7903,1.257166253,1.1987,1.2271,0,0.7921,0.7921,0,0.1125962,3.8721,0.7395331,97.47423108,0,0
1507,407793,John,Lackey,179.7498232,29.16,29.16,1,179.7498232,0,0,NL,CHN,91.3,0.78352,R,38,0.2168,0.0662,0.007585,0.45201186,0.34400914,0.203979,3.65,0.29257,757.479,4.214073687,3.976917403,4.312148331,164.2215,50.1451,2.274,112.95911,33.68657,3.88778,22.8467,5.7455,7.9535,7.57934,239.2949,182.1183,107.9864,8.222503221,2.510744612,0.287674831,1.14392614,173.3802,79.4278,86.1231,1.243535494,11.4789,9.5752,16.4713,0,0,0,0.12544991,3.9049,0.72558692,97.96443507,0.4415,0.2025
15089,621408,Matt,Marksberry,1,1,0,0,0,1,0,NL,ATL,92,0.5073,L,26,0.21,0.1107,0.00838,0.4322284,0.3611969,0.2065747,4.14,0.298696,4.415,4.415,4.2039,4.5468,0.9272,0.4887,0.0422,0.64862,0.1839,0.0187,0.1124,0.037,0.0464,0.04384,1.2596,1.0526,0.602,8.3448,4.3983,0.333,1.011190834,0.9636,0.4671,0.5052,1.452267886,0.0448,0.0522,0,0,0,0,0.10674001,4.3303,0.73880549,103.5635993,0,0
15094,642239,Rob,Zastryzny,25,25,0,0,0,25,0,NL,CHN,89.4,0.64113,L,25,0.2219,0.0878,0.008064,0.47401308,0.32200817,0.20397875,3.61,0.292031,106.428,4.25712,3.583872,3.927744,23.6164,9.3444,0.9649,15.78198,4.19988,0.47075,2.5735,0.8582,1.1175,0.9586,33.8871,23.0203,14.5824,8.501904,3.363984,0.308952,0.9264521348,23.0261,9.9552,10.9104,1.294819559,1.3148,1.1122,0,0.8582,0.8582,0,0.11179169,3.8202,0.75333912,88.28352205,0,0
15100,621294,Ben,Heller,30,30,0,0,0,30,0,AL,NYA,95,0.4388,R,25,0.2335,0.1028,0.012124,0.42781787,0.3698425,0.20233963,3.77,0.295278,130.265,4.342166667,4.16427,4.48953,30.4168,13.3912,1.2358,18.26528,5.17636,0.49122,3.8256,1.5793,0.7034,1.28754,36.0265,31.1444,17.039,9.12504,4.01736,0.47379,1.147691524,27.7585,13.8809,14.9651,1.371656608,1.4652,1.446,0,2.9932,2.9932,0,0.12283552,4.274,0.74288445,102.5807279,0,0
15126,641501,Tyler,Danish,28.468,13.24,3.24,0.6543995,18.468,10,0,AL,CHA,90.8419203,0.63482,R,22,0.14338561,0.08917488,0.007659,0.43683709,0.35986627,0.20329664,4.7919037,0.3009443911,127.468,4.477588872,5.33313545,5.701633413,18.277,11.3669,0.5801,20.93595,6.1651,0.64561,4.6485,0.9763,0.6883,1.42948,42.0215,34.6173,19.5561,5.778171983,3.593582268,0.3086518196,1.469584841,32.3951,16.8693,18.0349,1.537235775,1.1924,2.0153,1.0134,0.7138,0.7138,0,0.13428142,5.286432837,0.69848522,131.3731346,0.0273,0.0125
1514,424144,Oliver,Perez,40,40,0,0,0,40,0,NL,WAS,91.4,0.53518,L,35,0.2508,0.0972,0.013187,0.41301577,0.37901497,0.20796926,3.51,0.295285,172.191,4.304775,3.70701,4.01589,43.1855,16.737,1.7291,23.72841,6.87216,0.60505,4.3181,2.2707,1.808,1.70934,44.6824,41.004,22.4993,9.7167375,3.765825,0.5109075,0.9715749024,35.5237,16.4756,17.8484,1.306518251,2.0805,1.8025,0,9.2356,9.2356,0,0.1053095,3.8167,0.75656835,91.31588947,0,0
15158,640463,Braden,Shipley,101.4471635,17.82,17.82,1,101.4471635,0,0,NL,ARI,91.4,0.71698,R,25,0.1583,0.0766,0.007321,0.45417445,0.3431318,0.20269375,4.46,0.302714,447.101,4.407230172,4.962177182,5.329976524,70.7761,34.2479,1.7316,72.29186,22.85036,2.89131,14.9548,3.2732,4.6946,4.76475,151.6855,114.5994,67.6958,6.278981864,3.038341234,0.2903856449,1.326727762,112.9883,55.9332,60.079,1.451358312,5.0401,7.2851,6.7686,0,0,0,0.1304959,4.7776,0.69791215,122.235691,0.1543,0.0707
15179,642229,Daniel,Wright,9.065106383,1.62,1.62,1,9.065106383,0,0,AL,LAA,88.8,0.68847,R,26,0.1489,0.0687,0.011001,0.42206652,0.37905983,0.19887365,4.57,0.291043,39.414,4.34788058,4.704467681,5.056719476,5.8687,2.7077,0.0681,6.34433,1.91666,0.19929,1.3347,0.4336,0.2128,0.47245,12.7405,11.4423,6.0032,5.826550486,2.688253063,0.4304858471,1.325148221,9.795,4.7385,5.0933,1.379212913,0.5079,0.6049,0.6357,0,0,0,0.11664914,4.8059,0.70864076,115.8876725,0.0168,0.0077
15232,642003,Cody,Reed,65.726832,36.48,6.48,0.5504126,35.726832,30,0,NL,CIN,93.1147111,0.64912,L,24,0.22517424,0.08051421,0.00932,0.49524039,0.3021464,0.20261321,3.5373054,0.2976586457,279.781,4.256724255,3.800393118,4.151427837,62.9996,22.5264,1.932,42.22431,11.46988,1.06716,7.6736,2.6075,2.9377,2.37294,93.4115,56.9904,38.2166,8.626559089,3.084548484,0.3570459626,1.05074771,62.435,27.7542,30.3178,1.29264332,3.5135,3.8183,2.8898,2.8774,2.8774,0,0.13464708,3.894923747,0.74520582,93.61653577,0.0838,0.0384
15240,641838,Kevin,McCarthy,15,15,0,0,0,15,0,AL,KCA,93.4,0.47122,R,25,0.1683,0.0946,0.008078,0.45223878,0.3401792,0.20758202,4.37,0.297368,65.876,4.391733333,4.48536,4.84914,11.087,6.2319,0.6023,10.39519,2.99367,0.35979,1.7908,0.5321,0.3557,0.6695,21.5466,16.2076,9.8901,6.6522,3.73914,0.31926,1.074454608,15.5394,7.4756,8.0819,1.451420529,0.6781,0.7768,0,0.7281,0.7281,0,0.11048876,4.5735,0.71839051,110.4880386,0,0
1525,466459,Sandy,Rosario,1,1,0,0,0,1,0,NL,SFN,91.7,0.36284,R,31,0.1801,0.0916,0.007844,0.48081162,0.31887722,0.20031116,4.12,0.296382,4.344,4.344,3.9744,4.3434,0.7824,0.3979,0.0447,0.69182,0.18452,0.02305,0.0951,0.0341,0.0456,0.04093,1.4834,0.9838,0.618,7.0416,3.5811,0.3069,0.856069915,0.9945,0.4416,0.4826,1.39241314,0.0471,0.0499,0,0,0,0,0.09668518,4.1147,0.7298222,97.912705,0,0
15291,643230,Steven,Brault,26.85077617,4.86,4.86,1,26.85077617,0,0,NL,PIT,90.6,0.65385,L,25,0.1918,0.09,0.009478,0.46866486,0.32376902,0.20756612,4.19,0.304994,117.406,4.372536543,4.178393179,4.543846302,22.5185,10.5665,0.4768,18.62305,5.41031,0.47681,2.8456,1.1128,1.2328,1.10538,38.4465,26.5601,17.0275,7.547882367,3.541741192,0.3729948042,0.9537929242,27.3557,12.4659,13.5562,1.412333036,1.6134,1.7076,2.1322,0,0,0,0.10713681,4.1523,0.72690246,102.9280584,0.0637,0.0292
15293,643355,Steve,Hathaway,30,30,0,0,0,30,0,NL,ARI,92.4,0.41914,L,26,0.2187,0.1067,0.008125,0.47718346,0.32012302,0.20269352,3.9,0.300738,131.004,4.3668,3.99204,4.34754,28.6507,13.9782,1.1881,19.26219,5.37264,0.6815,3.1305,1.0644,1.3755,1.1455,40.9913,27.4994,17.4119,8.59521,4.19346,0.31932,0.939138301,28.4468,13.3068,14.4918,1.414166424,1.4211,1.4896,0,3.1683,3.1683,0,0.11383743,4.0977,0.74149846,98.33639891,0,0
15301,643550,Layne,Somsen,1,1,0,0,0,1,0,NL,CIN,NULL,0.45615,R,28,0.2215,0.116,0.007843,0.4592258,0.3381559,0.2026183,4.04,0.294121,4.401,4.401,4.2651,4.6161,0.9749,0.5106,0.0406,0.62264,0.17124,0.01722,0.1237,0.0345,0.0462,0.03993,1.3014,0.9583,0.5742,8.7741,4.5954,0.3105,1.113360749,0.9348,0.4739,0.5129,1.445405268,0.0443,0.0527,0,0,0,0,0.12908979,4.4407,0.74002722,105.0662346,0,0
15306,643354,Donnie,Hart,40,40,0,0,0,40,0,AL,BAL,87.8,0.44551,L,26,0.1718,0.0886,0.009626,0.46790612,0.32593453,0.20615935,4.21,0.300668,175.362,4.38405,4.458465,4.82499,30.1271,15.537,1.6463,28.50417,7.70369,0.7089,5.227,1.688,0.947,1.711,59.4653,41.4224,26.2004,6.7785975,3.495825,0.3798,1.176063766,42.1437,19.8154,21.4444,1.442017833,1.9173,1.9639,0,7.7108,7.7108,0,0.12618656,4.6313,0.72859936,109.8278644,0,0
