steamerid,mlbamid,firstname,lastname,IP,G,GS,start_percent,start_IP,relief_IP,SV,League,DBTeamId,FBV,reliability,Throws,age,Krate,BBrate,HBPrate,GBrate,FBrate,LDrate,SIERA,BABIP,TBF,batters_per_IP,ERA,RA,K,BB,IBB,1b,2b,3b,HR,HBP,SH,SF,GB,FB,LD,K9,BB9,HBP9,HR9,H,ER,R,WHIP,W,L,QS,HLD,HR/FB,FIP,LOB%,ERA-,CG,ShO
10133,502202,Brad,Boxberger,45,45,0,0,0,45,14.6,AL,TBA,92.6,0.5529,R,28,0.2789,0.0967,0.008456,0.40084229,0.39884284,0.20031487,3.21,0.285097,187.188,4.159733333,3.12706,3.4157,52.2067,18.1011,1.7736,22.9149,6.62431,0.75306,4.2618,1.5829,1.0108,1.88611,45.8289,45.6003,22.9023,10.44134,3.62022,0.31658,0.852351515,34.554,15.6353,17.0785,1.170113834,2.3083,2.0474,0,1.9806,0.09345898,3.3571,0.76980154,82.81613008,0,0
7773,518875,Shawn,Kelley,65,65,0,0,0,65,5.4,NL,WAS,91.9,0.49649,R,32,0.2636,0.0807,0.00667,0.41701589,0.37501431,0.2079698,3.16,0.29704,270.946,4.1684,3.128801538,3.425136923,71.4214,21.8654,3.2476,36.50158,10.54234,0.95631,6.0044,1.8072,2.8449,2.70377,72.144,64.8777,35.9789,9.889116923,3.027516923,0.250227692,0.831384045,54.0047,22.5969,24.7371,1.16723193,3.3888,2.8997,0,14.638,0.09255014,3.2299,0.76424666,82.8611518,0,0
7550,459429,Jake,McGee,65,65,0,0,0,65,23.6,NL,COL,94.3,0.49062,L,29,0.2742,0.0783,0.007756,0.4201107,0.35709412,0.22279518,3,0.300028,270.721,4.164938462,3.130615385,3.424901538,74.2316,21.1974,2.7933,35.99847,10.35175,1.27822,6.5301,2.0997,2.8426,2.53503,71.5467,60.8147,37.943,10.27822154,2.935024615,0.290727692,0.904165162,54.1585,22.61,24.7354,1.159321985,3.4587,2.8259,0,7.8308,0.1073767,3.2312,0.77173937,82.90882186,0,0
8180,543779,Kevin,Siegrist,65,65,0,0,0,65,2.4,NL,SLN,94.2,0.5332,L,26,0.2772,0.1026,0.008682,0.37295127,0.42194456,0.20510416,3.32,0.289932,274.841,4.228323077,3.136915385,3.418421538,76.186,28.1987,2.464,33.25738,10.149,1.04686,6.0462,2.3862,2.8858,2.90782,61.6139,69.7079,33.8845,10.54883077,3.904435385,0.330396923,0.837168875,50.4995,22.6555,24.6886,1.210740881,3.3591,2.9311,0,15.8747,0.08673651,3.4107,0.77659087,83.07566705,0,0
13881,621962,Ian,Thomas,10,10,0,0,0,10,0,NL,LAN,90.4,0.52608,L,29,0.2426,0.0801,0.006358,0.46997417,0.33098328,0.19904254,3.3,0.293153,41.684,4.1684,3.13722,3.46437,10.1125,3.3389,0.4025,5.8681,1.57992,0.13634,0.8991,0.265,0.4377,0.37953,12.939,9.1124,5.4799,9.10125,3.00501,0.2385,0.809231535,8.4835,3.4858,3.8493,1.182240495,0.5166,0.4511,0,0.8021,0.09867281,3.3616,0.76077283,83.08361206,0,0
11528,592612,Josh,Osich,55,55,0,0,0,55,1.1,NL,SFN,95.2,0.464,L,27,0.2402,0.0907,0.007203,0.45427941,0.34521246,0.20050814,3.49,0.290965,230.898,4.198145455,3.138267273,3.465376364,55.4618,20.9425,2.1725,31.71821,8.4334,1.11911,4.2421,1.6632,2.4244,2.1619,68.2846,51.8903,30.1392,9.075567273,3.426954545,0.27216,0.694157437,45.5128,19.1783,21.1773,1.20827821,2.7709,2.5555,0,14.5245,0.08175079,3.3529,0.75492931,83.11274376,0,0
9948,445197,Mike,Dunn,65,65,0,0,0,65,3.4,NL,MIA,94.4,0.52356,L,31,0.2652,0.0985,0.00842,0.401101,0.39309909,0.20579991,3.38,0.291216,274.146,4.217630769,3.140972308,3.438207692,72.7035,27.0034,2.9432,34.66012,10.11333,1.29512,5.5114,2.3083,2.8785,2.77353,67.8701,66.5161,34.8233,10.06663846,3.738932308,0.319610769,0.763117722,51.58,22.6848,24.8315,1.208974998,3.2888,3.0052,0,14.9989,0.08285822,3.3521,0.76610363,83.18424885,0,0
1660,425747,Jose,Contreras,1,1,0,0,0,1,0,NL,PIT,90.5,0.54343,R,44,0.2387,0.0649,0.010051,0.46914108,0.32310051,0.20775841,3.15,0.301231,4.151,4.151,3.1428,3.4659,0.9909,0.2694,0.0387,0.61685,0.16495,0.01642,0.0802,0.0417,0.0436,0.03773,1.3158,0.9062,0.5827,8.9181,2.4246,0.3753,0.721838985,0.8784,0.3492,0.3851,1.147823374,0.0514,0.0454,0,0,0.08850621,3.1282,0.74674667,83.22132556,0,0
11762,592789,Noah,Syndergaard,185.641875,30.78,30.78,1,185.641875,0,0,NL,NYN,96.7,0.71696,R,23,0.2684,0.0635,0.007215,0.46214903,0.33610822,0.20174275,3.04,0.297802,760.204,4.095002811,3.142870648,3.455152562,204.0388,48.273,2.9253,104.33437,30.41219,3.14071,17.5663,5.4849,7.9821,6.9209,228.4246,166.1269,99.7146,9.89189104,2.340296337,0.265910372,0.851623685,155.4536,64.8276,71.269,1.097417326,12.1209,9.7516,19.5444,0,0.10574046,3.0347,0.74717542,83.23456724,0.5617,0.2823
3132,453265,Tony,Watson,65,65,0,0,0,65,2,NL,PIT,93.3,0.56727,L,31,0.225,0.0642,0.011203,0.46513293,0.32709356,0.20777351,3.3,0.29795,270.833,4.166661538,3.150401538,3.478873846,60.9375,17.3875,2.3018,40.59692,10.90425,1.01858,5.2795,3.0341,2.8438,2.54015,86.7832,61.0282,38.7658,8.4375,2.4075,0.420106154,0.731013591,57.7993,22.7529,25.1252,1.156719949,3.3352,2.9563,0,16.6369,0.08650989,3.2574,0.74962648,83.43319248,0,0
7947,518715,Cory,Gearrin,30,30,0,0,0,30,0,NL,SFN,92.4,0.32971,R,30,0.2318,0.0866,0.009963,0.49430392,0.30518794,0.20050813,3.44,0.294461,126.05,4.201666667,3.15327,3.49905,29.2185,10.916,1.351,17.96937,4.70656,0.61096,2.136,1.2558,1.3235,1.0587,41.1683,25.4177,16.6994,8.76555,3.2748,0.37674,0.640812691,25.4229,10.5109,11.6635,1.211297783,1.5046,1.401,0,3.3743,0.08403759,3.3289,0.74936504,83.50999424,0,0
3299,501822,Chris,Hatcher,65,65,0,0,0,65,2.1,NL,LAN,95.6,0.52248,R,31,0.2541,0.0745,0.007637,0.45397664,0.34698232,0.19904103,3.14,0.293555,269.374,4.144215385,3.161713846,3.473723077,68.448,20.0684,2.6043,37.1055,10.40621,0.88972,6.0044,2.0572,2.8284,2.5437,79.8914,61.0624,35.0275,9.477415385,2.778701538,0.284843077,0.831382416,54.4059,22.8346,25.088,1.145757893,3.3542,2.9363,0,16.6946,0.09833267,3.25,0.75513049,83.7324545,0,0
4930,452657,Jon,Lester,203.5220779,32,32,1,203.5220779,0,0,NL,CHN,91.4,0.79285,L,32,0.241,0.0599,0.007789,0.4760126,0.32000838,0.20397902,3.25,0.295434,837.539,4.115224297,3.167271613,3.49790503,201.847,50.1686,1.7731,120.00583,34.63717,3.62813,19.2892,6.5236,8.7942,7.59648,271.4181,182.4659,116.307,8.925925966,2.218518033,0.288481724,0.852993656,177.5604,71.6233,79.1001,1.118939843,14.1177,9.2013,21.9441,0,0.10571415,3.2182,0.74863317,83.88076134,0.9282,0.4664
10954,594798,Jacob,deGrom,202.7338272,32,32,1,202.7338272,0,0,NL,NYN,94.7,0.75495,R,28,0.2513,0.0617,0.005843,0.4571472,0.34110994,0.20174286,3.21,0.297026,832.925,4.108465823,3.171591091,3.489623858,209.3139,51.3914,3.0577,117.43467,34.45052,3.56394,19.3914,4.8668,8.7457,7.93194,255.2832,190.4849,112.6586,9.292110381,2.281427853,0.216052746,0.860845168,174.8405,71.4432,78.6072,1.115906131,12.9109,10.3972,21.8008,0,0.1018001,3.145,0.74768783,83.99463981,0.4459,0.2241
5843,467785,Radhames,Liz,1,1,0,0,0,1,0,NL,PIT,94.7,0.50573,R,32,0.2578,0.0819,0.011591,0.45068053,0.3417589,0.20756057,3.19,0.299069,4.188,4.188,3.1761,3.4902,1.0796,0.343,0.0424,0.57779,0.15896,0.01572,0.0803,0.0485,0.044,0.03809,1.2053,0.914,0.5551,9.7164,3.087,0.4365,0.723038986,0.8328,0.3529,0.3878,1.175809171,0.0512,0.0456,0,0,0.08789679,3.1937,0.75236711,84.10851828,0,0
11243,502578,Aaron,Barrett,1,1,0,0,0,1,0,NL,WAS,93.8,0.41246,R,28,0.2558,0.082,0.008638,0.46502379,0.32701457,0.20796164,3.19,0.301324,4.184,4.184,3.1851,3.5064,1.0703,0.3431,0.0398,0.59043,0.1593,0.01422,0.082,0.0361,0.0439,0.03666,1.2511,0.8798,0.5595,9.6327,3.0879,0.3249,0.738220381,0.846,0.3539,0.3896,1.189067398,0.0516,0.0452,0,0,0.09323083,3.1973,0.75253758,84.36011025,0,0
5722,518961,Josh,Lueke,1,1,0,0,0,1,0,AL,TBA,92.8,0.51228,R,31,0.2429,0.0697,0.008343,0.42225259,0.37722957,0.20051784,3.25,0.291334,4.131,4.131,3.1878,3.4893,1.0033,0.2879,0.0394,0.57673,0.16154,0.01842,0.0985,0.0345,0.0223,0.04335,1.1742,1.049,0.5576,9.0297,2.5911,0.3105,0.886869051,0.8552,0.3542,0.3877,1.14312638,0.0508,0.046,0,0,0.09393804,3.3756,0.75978643,84.42367032,0,0
13764,532077,Roberto,Osuna,65,65,0,0,0,65,19.9,AL,TOR,95.4,0.44776,R,21,0.2651,0.079,0.00834,0.38178732,0.41077113,0.20744155,3.15,0.28855,269.151,4.140784615,3.193573846,3.472089231,71.352,21.2629,2.5814,33.4069,11.52414,1.23592,6.9678,2.2447,1.4534,2.93698,66.0242,71.0365,35.8738,9.879507692,2.944093846,0.310804615,0.964765768,53.1347,23.0647,25.0762,1.144578671,3.4975,2.7849,0,11.2893,0.09808694,3.4171,0.77093844,84.57727384,0,0
10258,514669,Rafael,Martin,25,25,0,0,0,25,0,NL,WAS,88.5,0.46123,R,32,0.2622,0.0792,0.008021,0.44801732,0.34401301,0.20796967,3.11,0.300662,104.254,4.17016,3.196044,3.5055,27.3353,8.2569,1.0021,14.46208,4.00292,0.36287,2.1959,0.8362,1.0947,0.95663,29.8953,22.9553,13.8774,9.840708,2.972484,0.301032,0.790537063,21.0238,8.8779,9.7375,1.171228411,1.29,1.1294,0,0.7932,0.09566141,3.1802,0.75360397,84.64083391,0,0
2873,433586,Santiago,Casilla,65,65,0,0,0,65,27.2,NL,SFN,93.4,0.51093,R,35,0.2273,0.0884,0.008805,0.49530482,0.30418716,0.20050801,3.51,0.294228,273.799,4.212292308,3.197187692,3.546609231,62.2346,24.2039,2.9329,39.42333,10.14758,1.27093,4.6676,2.4108,2.8749,2.30512,90.1273,55.3509,36.4851,8.617098462,3.351309231,0.333803077,0.646283625,55.5094,23.0908,25.6144,1.226359042,3.2397,3.057,0,10.2829,0.08432752,3.381,0.74758721,84.67261395,0,0
8280,448609,Tony,Sipp,45,45,0,0,0,45,0.3,AL,HOU,90.9,0.50065,L,32,0.2594,0.084,0.007927,0.36809078,0.43010641,0.20180281,3.3,0.285155,187.578,4.1684,3.19866,3.47546,48.6578,15.7566,1.7664,23.50437,7.32488,0.87392,5.195,1.4869,1.0129,2.14514,44.4043,51.8855,24.3443,9.73156,3.15132,0.29738,1.038991389,36.8981,15.9933,17.3773,1.170105192,2.385,1.9664,0,10.1927,0.10012348,3.6218,0.78441131,84.712339,0,0
12572,595014,Blake,Treinen,55,55,0,0,0,55,1.4,NL,WAS,95.1,0.63253,R,28,0.2176,0.073,0.00844,0.56402165,0.22800885,0.2079695,3.14,0.311686,231.19,4.203454545,3.201038182,3.575209091,50.3069,16.8768,2.4837,37.99786,8.86083,0.81942,3.6289,1.9512,2.4275,1.51499,90.0297,36.395,33.1963,8.232038182,2.761658182,0.319287273,0.593823309,51.307,19.5619,21.8485,1.239706088,2.813,2.5111,0,16.2142,0.09970931,3.1894,0.74224689,84.77325074,0,0
12857,542888,Shawn,Armstrong,25,25,0,0,0,25,0,AL,CLE,93.5,0.45075,R,25,0.2825,0.1056,0.0083,0.42988906,0.36390596,0.20620498,3.26,0.292316,104.822,4.19288,3.20292,3.508272,29.6122,11.0692,1.0166,12.9541,3.86556,0.33208,2.1407,0.87,0.566,0.94423,26.9629,22.8244,12.9333,10.660392,3.984912,0.3132,0.770638599,19.2924,8.897,9.7452,1.214463836,1.2842,1.1355,0,0.6988,0.09378835,3.3109,0.7609934,84.82356913,0,0
12555,571561,Tony,Cingrani,55,55,0,0,0,55,3,NL,CIN,90.7,0.57662,L,26,0.2742,0.1022,0.008637,0.39919394,0.39819312,0.20261294,3.33,0.283965,232.362,4.224763636,3.207681818,3.501163636,63.7136,23.7474,2.3945,27.84226,8.14647,0.81917,6.1691,2.0069,2.4398,2.33175,56.0412,55.9007,28.444,10.42586182,3.885938182,0.328401818,1.009483278,42.977,19.6025,21.396,1.213170129,2.7228,2.6061,0,14.0526,0.11035755,3.6801,0.78767948,84.95068928,0,0
10343,571901,Aaron,Loup,20,20,0,0,0,20,0,AL,TOR,92.7,0.5232,L,28,0.2236,0.0782,0.013234,0.5187115,0.27384669,0.20744181,3.33,0.297719,83.857,4.19285,3.210345,3.567015,18.7505,6.5577,0.8326,12.3065,3.44018,0.34906,1.6326,1.1098,0.4528,0.64528,29.5761,15.6143,11.828,8.437725,2.950965,0.49941,0.734668011,17.7283,7.1341,7.9267,1.214301898,1.0638,0.8699,0,0.698,0.10455772,3.4703,0.75590583,85.02219437,0,0
1351,444935,Nick,Hagadone,1,1,0,0,0,1,0,AL,CLE,93.8,0.42937,L,30,0.2512,0.0959,0.006942,0.40490229,0.38888271,0.206215,3.5,0.288174,4.209,4.209,3.2193,3.5235,1.0572,0.4036,0.0401,0.54402,0.16412,0.01423,0.1025,0.0292,0.0227,0.04336,1.0919,1.0487,0.5561,9.5148,3.6324,0.2628,0.922809859,0.8249,0.3577,0.3915,1.228498958,0.0513,0.0455,0,0,0.09777289,3.6509,0.7774522,85.2499513,0,0
6345,502042,Chris,Archer,198.3580574,32,32,1,198.3580574,0,0,AL,TBA,95.1,0.78628,R,27,0.2521,0.0773,0.008104,0.4642816,0.33520321,0.20051519,3.37,0.292603,818.985,4.128821438,3.222073296,3.54928612,206.466,63.3075,1.4283,112.65017,31.53434,3.74052,17.6996,6.6371,4.4225,7.45194,249.7023,180.2807,107.8421,9.367877584,2.872419237,0.301141788,0.803073943,165.6246,71.0138,78.2255,1.154135685,12.6893,10.3656,20.9116,0,0.09817788,3.2701,0.7464484,85.33204973,0.8681,0.4362
7553,459439,Jarrett,Grube,1,1,0,0,0,1,0,AL,LAA,87.4,0.6928,R,34,0.2114,0.0521,0.009018,0.43862009,0.36269796,0.19868195,3.38,0.291656,4.115,4.115,3.2229,3.5388,0.87,0.2144,0.0403,0.62198,0.17148,0.01777,0.101,0.0371,0.0222,0.04456,1.3045,1.0787,0.5909,7.83,1.9296,0.3339,0.90863666,0.9122,0.3581,0.3932,1.126588538,0.0516,0.0452,0,0,0.0935938,3.461,0.75364823,85.34264308,0,0
12910,571704,Ken,Giles,65,65,0,0,0,65,32.9,AL,HOU,96.2,0.52451,R,25,0.2724,0.0925,0.007198,0.4261052,0.37209196,0.20180284,3.21,0.292841,270.608,4.1632,3.224492308,3.525493846,73.7136,25.0312,2.5269,34.61581,10.23161,1.20904,5.9962,1.9478,1.4613,2.59161,71.7614,62.6649,33.9861,10.20649846,3.465858462,0.269695385,0.830246358,52.0527,23.288,25.4619,1.185906058,3.4236,2.8629,0,4.4932,0.09568712,3.3103,0.7583817,85.39560981,0,0
2413,474284,Cory,Rasmus,30,30,0,0,0,30,0,AL,LAA,92.4,0.49454,R,28,0.2498,0.0911,0.006924,0.39166996,0.40965466,0.19867538,3.47,0.284519,125.418,4.1806,3.22686,3.52146,31.3294,11.4256,1.3501,16.19248,4.76541,0.48685,2.9957,0.8684,0.6773,1.37496,31.798,33.2581,16.1296,9.39882,3.42768,0.26052,0.898697951,24.4404,10.7562,11.7382,1.195533583,1.552,1.3511,0,2.8986,0.09007309,3.5729,0.76815722,85.45916989,0,0
1514,424144,Oliver,Perez,55,55,0,0,0,55,1.4,NL,WAS,91.7,0.4878,L,34,0.2628,0.0887,0.011037,0.42001621,0.37201411,0.20796968,3.26,0.297026,231.774,4.214072727,3.227972727,3.529849091,60.9102,20.5584,2.3495,30.77252,8.7722,0.77541,5.0608,2.5581,2.4336,2.25354,61.0318,54.0567,30.2197,9.967123636,3.364101818,0.418598182,0.82813064,45.3809,19.7265,21.5713,1.198896833,2.8293,2.4939,0,13.4379,0.09362019,3.3762,0.76411598,85.48830159,0,0
5498,527055,Arodys,Vizcaino,65,65,0,0,0,65,12.8,NL,ATL,97.3,0.37532,R,25,0.2694,0.0953,0.008117,0.43322651,0.36018821,0.20658529,3.26,0.29816,273.684,4.210523077,3.229989231,3.537581538,73.7305,26.0821,2.7399,35.90003,10.22172,1.06635,5.4448,2.2215,2.8737,2.53349,73.0802,60.7595,34.8485,10.20883846,3.611367692,0.307592308,0.753899008,52.6329,23.3277,25.5492,1.211000324,3.0813,3.2235,0,9.8401,0.08961275,3.2607,0.75548325,85.54126832,0,0
3397,471822,Jumbo,Diaz,65,65,0,0,0,65,6,NL,CIN,96.9,0.54648,R,32,0.2595,0.0806,0.008584,0.45376623,0.34382299,0.20241078,3.15,0.289729,270.383,4.159738462,3.230044615,3.542718462,70.1643,21.7928,2.9042,35.95462,9.86988,1.02575,6.5944,2.321,2.839,2.48374,78.6626,59.6034,35.0889,9.715056923,3.017464615,0.321369231,0.913076703,53.4447,23.3281,25.5863,1.157499821,3.2,3.0987,0,12.753,0.1106387,3.4069,0.76064725,85.54126832,0,0
7432,543351,Jay,Jackson,1,1,0,0,0,1,0,NL,SDN,94.1,0.59455,R,28,0.2511,0.0782,0.00796,0.46835071,0.32824203,0.20340726,3.19,0.301769,4.179,4.179,3.231,3.5532,1.0493,0.3268,0.0407,0.59732,0.15912,0.01796,0.0849,0.0333,0.0439,0.03725,1.2756,0.894,0.554,9.4437,2.9412,0.2997,0.764447514,0.8593,0.359,0.3948,1.186133048,0.0474,0.0496,0,0,0.09500963,3.2199,0.74931287,85.56510335,0,0
4662,435221,Brandon,McCarthy,47.5795855,8.1,8.1,1,47.5795855,0,0,NL,LAN,93,0.65041,R,32,0.215,0.0441,0.007109,0.51997331,0.28098572,0.19904097,3.2,0.300285,195.158,4.101717112,3.242733168,3.596758951,41.959,8.6065,0.8446,30.90334,8.37093,0.75581,4.5496,1.3874,2.0492,1.64987,73.4012,39.6649,28.0973,7.936828286,1.627977613,0.262436082,0.860582526,44.5797,17.1431,19.0147,1.117835712,3.1506,2.5309,4.8473,0,0.11470023,3.2435,0.73767206,85.87760705,0.2559,0.1286
2895,502083,Zach,McAllister,55,55,0,0,0,55,1.4,AL,CLE,93.2,0.66925,R,28,0.2409,0.0663,0.007533,0.41589246,0.37790277,0.20620478,3.24,0.294869,227.273,4.132236364,3.245547273,3.544838182,54.75,15.0682,2.435,31.94565,9.72023,0.84824,5.5082,1.712,1.2273,2.41364,64.2783,58.4068,31.87,8.959090909,2.465705455,0.280145455,0.90134463,48.0223,19.8339,21.6629,1.14710075,2.812,2.5121,0,14.4051,0.09430781,3.3603,0.75562896,85.95440881,0,0
36,458584,Xavier,Cedeno,55,55,0,0,0,55,1.7,AL,TBA,88.4,0.44122,L,29,0.2314,0.0862,0.008498,0.48380993,0.31587545,0.20031462,3.47,0.293013,230.126,4.184109091,3.245743636,3.58758,53.251,19.8368,2.1722,33.28316,8.29521,0.96502,4.6282,1.9556,1.2427,2.00923,74.4583,48.6132,30.8284,8.7138,3.246021818,0.320007273,0.757333663,47.1715,19.8351,21.9241,1.218333517,2.7587,2.5683,0,16.0173,0.09520357,3.4802,0.7528238,85.95705714,0,0
3321,503285,Darren,O'Day,65,65,0,0,0,65,2.5,AL,BAL,86.8,0.53612,R,33,0.2526,0.07,0.012482,0.39891971,0.39492064,0.20615965,3.17,0.289614,269.486,4.145938462,3.250758462,3.538232308,68.0721,18.864,2.4459,35.87829,10.74587,1.03812,7.3557,3.3637,1.4552,2.90182,70.9146,70.2037,36.6483,9.425367692,2.611938462,0.465743077,1.018477416,55.0179,23.4777,25.5539,1.136645326,3.4183,2.8686,0,13.8987,0.1047761,3.5365,0.77212122,86.0921223,0,0
sa548466,592848,Zack,Weiss,1,1,0,0,0,1,0,NL,CIN,NULL,0.39526,R,24,0.2572,0.0867,0.008153,0.46622636,0.33116932,0.20260432,3.23,0.291887,4.182,4.182,3.2508,3.573,1.0757,0.3626,0.041,0.56187,0.15114,0.01551,0.0966,0.0341,0.0439,0.03678,1.2424,0.8825,0.5399,9.6813,3.2634,0.3069,0.869058372,0.8251,0.3612,0.397,1.187687455,0.049,0.0479,0,0,0.10941874,3.428,0.75905301,86.08682563,0,0
5420,520980,Pedro,Baez,45,45,0,0,0,45,0.5,NL,LAN,96,0.4923,R,28,0.245,0.0716,0.008484,0.4109791,0.38998016,0.19904074,3.27,0.289422,187.11,4.158,3.25328,3.54938,45.842,13.3971,1.7783,25.29201,7.52881,0.63464,4.6865,1.5874,1.9647,2.01929,51.0951,48.4844,24.7458,9.1684,2.67942,0.31748,0.93729356,38.1419,16.2664,17.7469,1.145311861,2.2997,2.0565,0,10.9293,0.09665929,3.4494,0.75978194,86.15833072,0,0
6941,465657,Joakim,Soria,65,65,0,0,0,65,4.3,AL,KCA,91.6,0.49031,R,32,0.2212,0.0731,0.00844,0.43479453,0.35783119,0.20737428,3.51,0.28975,270.721,4.164938462,3.253652308,3.574606154,59.8834,19.7897,2.4376,38.25184,11.21724,1.38486,6.2502,2.2849,1.4619,2.77055,81.4758,67.0537,38.8597,8.291547692,2.740112308,0.316370769,0.865405764,57.1041,23.4986,25.8166,1.1829814,3.2976,2.9959,0,13.1071,0.09321115,3.5603,0.75767776,86.16627573,0,0
5070,451661,Josh,Fields,55,55,0,0,0,55,0.6,AL,HOU,93.7,0.50478,R,30,0.2648,0.089,0.007817,0.3670903,0.43110664,0.20180306,3.3,0.286719,229.741,4.177109091,3.256625455,3.533187273,60.8354,20.447,2.5214,28.33416,9.09322,1.05913,6.0078,1.7959,1.2406,2.59171,53.3699,62.677,29.3394,9.954883636,3.345872727,0.293874545,0.983097552,44.4943,19.9016,21.5917,1.180751361,2.8942,2.4254,0,12.9764,0.09585364,3.5551,0.77401688,86.24572582,0,0
8041,450282,Glen,Perkins,65,65,0,0,0,65,32.9,AL,MIN,93.2,0.52195,L,33,0.2354,0.0636,0.007715,0.38000729,0.40900813,0.21098458,3.32,0.295594,270.046,4.154553846,3.257723077,3.542953846,63.5688,17.1749,2.6159,38.00347,11.64676,1.23529,7.3168,2.0834,1.4582,3.13955,70.5889,75.976,39.1918,8.801833846,2.378063077,0.288470769,1.013098964,58.2023,23.528,25.588,1.159649975,3.3837,2.9051,0,2.6794,0.09630444,3.5302,0.77171813,86.27485752,0,0
2540,474668,Eric,Surkamp,1,1,0,0,0,1,0,NL,LAN,87.4,0.63752,L,28,0.2243,0.064,0.010512,0.45198584,0.34897931,0.19903486,3.34,0.293119,4.17,4.17,3.2589,3.5793,0.9354,0.2669,0.0446,0.60793,0.1674,0.01468,0.1014,0.0438,0.0438,0.04184,1.3019,1.0052,0.5733,8.4186,2.4021,0.3942,0.912587486,0.8914,0.3621,0.3977,1.158310803,0.0509,0.0459,0,0,0.10087406,3.5135,0.75876877,86.29604421,0,0
8501,543144,Danny,Farquhar,65,65,0,0,0,65,19.8,AL,TBA,92.4,0.59017,R,29,0.232,0.0798,0.007436,0.43183006,0.36785509,0.20031485,3.48,0.289245,271.059,4.170138462,3.263483077,3.579396923,62.8857,21.6305,2.6314,37.83392,10.47474,1.18326,6.388,2.0156,1.4637,2.78405,79.0835,67.3674,36.6848,8.707250769,2.994992308,0.279083077,0.884498025,55.88,23.5696,25.8512,1.19246865,3.2637,3.0317,0,12.2031,0.09482393,3.568,0.76045239,86.42846104,0,0
14309,593423,Francelis,Montas,10,10,0,0,0,10,0,NL,LAN,96.6,0.59722,R,23,0.2532,0.087,0.007073,0.45197719,0.34898323,0.19903958,3.31,0.292944,41.859,4.1859,3.26385,3.58164,10.5986,3.6417,0.4391,5.64947,1.59031,0.13835,0.9146,0.2961,0.4395,0.39096,12.151,9.3821,5.351,9.53874,3.27753,0.26649,0.823176621,8.2928,3.6265,3.9796,1.193446128,0.5089,0.4592,0,0.8021,0.09748784,3.3847,0.75350802,86.43905438,0,0
1776,425835,Chin-hui,Tsao,1,1,0,0,0,1,0,NL,LAN,93,0.29374,R,35,0.2439,0.0815,0.007547,0.45497216,0.34599571,0.19903213,3.33,0.293269,4.186,4.186,3.2661,3.5865,1.0209,0.3411,0.0419,0.57838,0.16225,0.01421,0.0951,0.0316,0.044,0.03961,1.2504,0.9509,0.547,9.1881,3.0699,0.2844,0.856199741,0.85,0.3629,0.3985,1.191073121,0.0509,0.046,0,0,0.10004554,3.447,0.75647851,86.49466945,0,0
5508,445968,Dana,Eveland,1,1,0,0,0,1,0,NL,ATL,89.4,0.46224,L,32,0.2313,0.0737,0.012016,0.47775971,0.31585461,0.20638569,3.32,0.301972,4.203,4.203,3.2706,3.6054,0.9723,0.3098,0.0468,0.62201,0.16685,0.0165,0.0853,0.0505,0.0441,0.0372,1.3512,0.8933,0.5837,8.7507,2.7882,0.4545,0.768002293,0.8907,0.3634,0.4006,1.200501486,0.047,0.0501,0,0,0.09552624,3.3796,0.75154714,86.62443794,0,0
7146,543339,Daniel,Hudson,65,65,0,0,0,65,12.9,NL,ARI,95,0.41072,R,29,0.241,0.0833,0.007043,0.45072216,0.34678653,0.20249132,3.39,0.292419,272.422,4.191107692,3.272330769,3.594364615,65.6538,22.6928,2.0802,36.86345,10.91306,1.36022,6.0784,1.9187,2.8604,2.59155,80.8628,62.216,36.3284,9.090526154,3.14208,0.265666154,0.841627924,55.2152,23.6335,25.9593,1.198583851,3.2282,3.0691,0,10.7366,0.09769873,3.4655,0.75532423,86.66151465,0,0
15010,608349,Corey,Knebel,55,55,0,0,0,55,4.8,NL,MIL,95,0.47789,R,24,0.2815,0.096,0.008471,0.47206374,0.31804298,0.20989328,3.09,0.30366,231.287,4.205218182,3.272367273,3.591098182,65.1072,22.2035,2.1611,30.5569,8.34588,0.91777,4.7496,1.9592,2.4285,1.85168,65.8857,44.3891,29.2947,10.65390545,3.6333,0.320596364,0.777209549,44.5702,19.9978,21.9456,1.214066527,2.6849,2.646,0,13.1125,0.10699955,3.2071,0.75361948,86.66416298,0,0
3542,518633,Danny,Duffy,91.08022328,61.48,6.48,0.4034309,36.08022328,55,0.6,AL,KCA,94.0175984,0.71726,L,27,0.2125662,0.07862357,0.01033,0.38981573,0.40280988,0.20737438,3.8348476,0.284366172,383.342,4.208839045,3.287541348,3.596769839,81.4856,30.1397,2.5446,51.9753,16.47436,1.83844,9.6619,3.96,2.07,4.42418,103.6177,107.0717,55.1226,8.05191702,2.978223924,0.391303389,0.954728385,79.95,33.27,36.3994,1.208711243,5.1487,4.606,3.1967,12.5084,0.09023743,3.846908262,0.77246242,87.064808,0.0661,0.0332
sa549077,594795,Grant,Dayton,1,1,0,0,0,1,0,NL,LAN,NULL,0.46871,L,28,0.2311,0.0813,0.007865,0.46797767,0.33298958,0.19903275,3.44,0.293743,4.202,4.202,3.2877,3.6198,0.971,0.3416,0.0412,0.59951,0.16222,0.0139,0.0934,0.033,0.0441,0.03899,1.316,0.9364,0.5597,8.739,3.0744,0.297,0.840805984,0.8691,0.3653,0.4022,1.210651763,0.0506,0.0462,0,0,0.09976814,3.5303,0.75611665,87.05876512,0,0
