steamerid,mlbamid,firstname,lastname,IP,G,GS,start_percent,start_IP,relief_IP,SV,League,DBTeamId,FBV,reliability,Throws,age,Krate,BBrate,HBPrate,GBrate,FBrate,LDrate,SIERA,BABIP,TBF,batters_per_IP,ERA,RA,K,BB,IBB,1b,2b,3b,HR,HBP,SH,SF,GB,FB,LD,K9,BB9,HBP9,HR9,H,ER,R,WHIP,W,L,QS,HLD,HR/FB,FIP,LOB%,ERA-,CG,ShO
1370,518703,Charlie,Furbush,20,20,0,0,0,20,0,AL,SEA,91,0.39643,L,30,0.2328,0.0799,0.009828,0.42515578,0.37313703,0.20170719,3.48,0.293906,83.963,4.19815,3.437505,3.750255,19.5466,6.7086,0.9,11.80969,3.33978,0.31968,2.0564,0.8252,0.4534,0.86994,23.9824,21.0481,11.378,8.79597,3.01887,0.37134,0.925394565,17.5256,7.6389,8.3339,1.211708864,0.9851,0.9529,0,0.7334,0.09770157,3.6461,0.75406658,91.03656651,0,0
12235,595307,Seth,Maness,45,45,0,0,0,45,2.6,NL,SLN,89.4,0.56997,R,27,0.1698,0.0583,0.007363,0.54692842,0.2479675,0.20510408,3.51,0.307698,190.275,4.228333333,3.44054,3.8276,32.3087,11.093,2.1602,33.24027,8.05086,0.81946,3.6592,1.401,1.9979,1.4792,78.4804,35.5816,29.431,6.46174,2.2186,0.2802,0.731835899,45.7698,17.2027,19.138,1.263617095,2.2075,2.1536,0,9.5769,0.10283909,3.5881,0.73626446,91.11601661,0,0
10982,595032,Chase,Whitley,10,10,0,0,0,10,0,AL,TBA,89.8,0.52524,R,27,0.2083,0.0661,0.009271,0.45082285,0.34886343,0.20031372,3.55,0.294032,41.771,4.1771,3.44133,3.77127,8.7009,2.7611,0.3581,6.29865,1.69466,0.19191,1.0022,0.3873,0.2256,0.42815,13.393,10.364,5.9509,7.83081,2.48499,0.34857,0.901946064,9.1874,3.8237,4.1903,1.194847304,0.49,0.4792,0,0.7672,0.09669648,3.6412,0.74505281,91.13985164,0,0
12076,553878,Felipe,Rivero,35,35,0,0,0,35,0,NL,WAS,95.2,0.51093,L,24,0.2261,0.0848,0.008649,0.45901794,0.33301294,0.20796912,3.55,0.300142,148.62,4.246285714,3.44178,3.776451429,33.603,12.603,1.4633,21.77308,5.81639,0.52343,3.1415,1.2854,1.5605,1.38068,45.7018,33.1562,20.7063,8.640771429,3.240771429,0.330531429,0.807820249,31.2544,13.3847,14.6862,1.253069311,1.7456,1.6448,0,5.5525,0.09474919,3.5711,0.7474992,91.15044498,0,0
sa737837,642008,Jacob,Rhame,1,1,0,0,0,1,0,NL,LAN,NULL,0.37263,R,23,0.2332,0.0881,0.007588,0.46796548,0.33298714,0.19904738,3.51,0.29456,4.227,4.227,3.4425,3.7782,0.9856,0.3724,0.0414,0.59463,0.16341,0.01413,0.0932,0.0321,0.0444,0.03873,1.3067,0.9298,0.5558,8.8704,3.3516,0.2889,0.838797247,0.8654,0.3825,0.4198,1.237773932,0.0497,0.0472,0,0,0.10023628,3.5879,0.74607525,91.17957668,0,0
5358,501625,Jose,Alvarez,45,45,0,0,0,45,0.7,AL,LAA,90.3,0.56808,L,27,0.2034,0.0749,0.010098,0.46807411,0.33305244,0.19887345,3.67,0.292888,189.076,4.201688889,3.444,3.78738,38.458,14.1618,2.0295,28.59959,7.47924,0.74766,4.1157,1.9093,1.021,1.83706,62.49,44.464,26.5505,7.6916,2.83236,0.38186,0.823139294,40.9422,17.22,18.9369,1.224532891,2.2521,2.1067,0,9.7251,0.09256244,3.6851,0.74293484,91.20870838,0,0
18,491703,Neftali,Feliz,55,55,0,0,0,55,0.7,NL,PIT,94.6,0.48007,R,28,0.2125,0.0812,0.008047,0.41811948,0.37410677,0.20777375,3.74,0.295399,233.943,4.253509091,3.449618182,3.771049091,49.7129,18.9962,2.2501,33.75282,9.74036,0.97626,5.345,1.8825,2.4564,2.50483,67.2541,60.1747,33.4202,8.134838182,3.108469091,0.308045455,0.874637167,49.8144,21.081,23.0453,1.251102601,2.7191,2.61,0,14.2772,0.08882479,3.7285,0.75380067,91.35701523,0,0
7677,519166,Neil,Ramirez,35,35,0,0,0,35,0,NL,CHN,92.7,0.42131,R,27,0.2516,0.0944,0.008486,0.40001105,0.39601034,0.20397861,3.48,0.289344,148.242,4.235485714,3.4551,3.75552,37.2978,13.9941,1.3428,18.98129,5.68278,0.63593,3.5893,1.258,1.5565,1.55373,37.6544,37.2778,19.2012,9.590862857,3.598482857,0.323485714,0.922950899,28.8892,13.4365,14.6048,1.225238483,1.81,1.5769,0,5.6961,0.09628394,3.6432,0.75509385,91.50267373,0,0
5448,445926,Jesse,Chavez,101.7110588,63.1,8.1,0.467334,46.71105882,55,0.4,AL,TOR,91.0728662,0.72733,R,32,0.22103177,0.06507534,0.007314,0.43619285,0.3561576,0.20764954,3.5178873,0.293362291,423.346,4.162241598,3.455296839,3.776757458,93.573,27.5494,3.2762,59.47028,19.50756,2.10819,11.7066,3.0963,2.2861,4.36598,129.423,105.6757,61.6118,8.279896107,2.437734922,0.273979057,1.035866728,92.7926,39.0491,42.682,1.183175147,6.004,4.944,4.1225,12.3249,0.11077823,3.694151268,0.75438555,91.50856962,0.0788,0.0396
4440,476601,Michael,Bowden,1,1,0,0,0,1,0,NL,CHN,90,0.53624,R,29,0.2176,0.0671,0.009014,0.43100319,0.36500325,0.20399356,3.49,0.293044,4.196,4.196,3.456,3.7737,0.9131,0.2816,0.0398,0.60503,0.17359,0.01956,0.1074,0.0378,0.0441,0.04436,1.2584,1.0657,0.5956,8.2179,2.5344,0.3402,0.966209432,0.9055,0.384,0.4193,1.187127886,0.0516,0.0452,0,0,0.10073811,3.6616,0.74968027,91.53180544,0,0
2951,502051,Josh,Ravin,10,10,0,0,0,10,0,NL,LAN,96.4,0.38285,R,28,0.2591,0.1046,0.008598,0.46497644,0.33598123,0.19904233,3.46,0.294307,42.463,4.2463,3.45915,3.78837,11.0021,4.4416,0.4094,5.56816,1.53809,0.13493,0.8696,0.3651,0.4459,0.36718,12.1868,8.8059,5.2168,9.90189,3.99744,0.32859,0.782633387,8.1108,3.8435,4.2093,1.255238278,0.4959,0.4729,0,0.8021,0.09875114,3.5061,0.74428575,91.60860719,0,0
13674,607162,Onelki,Garcia,1,1,0,0,0,1,0,NL,LAN,92.9,0.40054,L,26,0.2443,0.1045,0.008551,0.46996663,0.3309974,0.19903597,3.61,0.293549,4.266,4.266,3.4614,3.7998,1.0422,0.4458,0.0417,0.57542,0.15489,0.0134,0.089,0.0365,0.0448,0.03721,1.2675,0.8927,0.5368,9.3798,4.0122,0.3285,0.800723983,0.8327,0.3846,0.4222,1.278476557,0.0495,0.0474,0,0,0.09966319,3.6531,0.74996803,91.67746394,0,0
13360,592135,Cam,Bedrosian,40,40,0,0,0,40,0,AL,LAA,94.9,0.51936,R,24,0.2529,0.1041,0.009438,0.44006934,0.36105692,0.19887374,3.56,0.291868,169.276,4.2319,3.4629975,3.7846125,42.81,17.6217,1.6887,22.34394,6.13759,0.62716,3.426,1.5976,0.9141,1.5873,46.7865,38.3862,21.1435,9.63225,3.9648825,0.35946,0.770859965,32.5347,15.3911,16.8205,1.253910719,2.0025,1.8719,0,7.9712,0.08925198,3.5484,0.74393822,91.71189232,0,0
8350,573109,A.J.,Ramos,65,65,0,0,0,65,32.4,NL,MIA,91.2,0.56148,R,29,0.2504,0.1044,0.008686,0.42210656,0.37209397,0.20579947,3.6,0.294954,277.422,4.268030769,3.463296923,3.779626154,69.4665,28.9629,2.7862,36.23237,10.50938,1.33175,5.2974,2.4097,2.9129,2.69321,73.2888,64.6053,35.7322,9.618438462,4.010247692,0.333650769,0.733480855,53.3709,25.0127,27.2973,1.266673168,3.1456,3.1559,0,5.0619,0.08199578,3.504,0.74289763,91.71983733,0,0
8992,491708,Arquimedes,Caminero,55,55,0,0,0,55,1,NL,PIT,97.3,0.56245,R,29,0.2368,0.0894,0.011452,0.46013133,0.33209486,0.20777381,3.5,0.298935,233.645,4.248090909,3.463641818,3.795938182,55.3271,20.8879,2.1528,33.0708,8.95642,0.88248,4.546,2.6757,2.4533,2.10654,70.0584,50.5639,31.6351,9.053525455,3.41802,0.437841818,0.743898717,47.4557,21.1667,23.1974,1.242611739,2.7107,2.6188,0,17.1429,0.08990698,3.4819,0.73964945,91.72778234,0,0
5985,517414,Randall,Delgado,55,55,0,0,0,55,1.8,NL,ARI,92.4,0.63807,R,26,0.2326,0.0843,0.007436,0.41115812,0.38614828,0.20269361,3.56,0.289067,232.362,4.224763636,3.463903636,3.77298,54.0473,19.5881,2.5606,30.69442,9.62322,1.18722,6.0069,1.7278,2.4398,2.48464,63.5236,59.6596,31.316,8.844103636,3.205325455,0.282730909,0.98295226,47.5118,21.1683,23.0571,1.219998009,2.6694,2.6623,0,12.7773,0.10068674,3.7511,0.75756562,91.73572734,0,0
9490,502026,Jeremy,Jeffress,65,65,0,0,0,65,16.4,NL,MIL,95,0.53389,R,28,0.232,0.0869,0.008194,0.55507514,0.23503169,0.20989317,3.23,0.311623,275.657,4.240876923,3.464446154,3.834844615,63.9525,23.9546,2.7869,42.83579,10.3031,1.14135,4.8371,2.2587,2.8944,1.78709,101.3414,42.9103,38.3207,8.854961538,3.316790769,0.312743077,0.669752584,59.1174,25.021,27.6961,1.278030025,3.0735,3.2318,0,11.8853,0.1127259,3.3435,0.73364943,91.74896903,0,0
1333,489197,Curtis,Partch,1,1,0,0,0,1,0,NL,CIN,95.5,0.50318,R,29,0.2647,0.1022,0.010723,0.44922342,0.34817127,0.20260531,3.39,0.290204,4.243,4.243,3.4668,3.7863,1.123,0.4336,0.0411,0.53891,0.1486,0.01526,0.099,0.0455,0.0445,0.03768,1.1656,0.9034,0.5257,10.107,3.9024,0.4095,0.891043803,0.8018,0.3852,0.4207,1.235376346,0.0477,0.0493,0,0,0.1095914,3.6124,0.75304149,91.81782578,0,0
12988,605177,Andrew,Chafin,45,45,0,0,0,45,0.9,NL,ARI,91.7,0.65486,L,26,0.2031,0.0842,0.006949,0.5266755,0.27083332,0.20249118,3.6,0.301363,191.245,4.249888889,3.46776,3.84032,38.8419,16.1028,2.1601,29.43997,7.70228,0.9325,3.6219,1.329,2.0081,1.49975,70.0717,36.0331,26.9405,7.76838,3.22056,0.2658,0.724388099,41.6967,17.3388,19.2016,1.284432927,2.1655,2.1978,0,10.2379,0.10051704,3.6162,0.7385966,91.83901247,0,0
11682,593372,Carlos,Martinez,171.5583006,29.16,29.16,1,171.5583006,0,0,NL,SLN,95.5,0.72353,R,24,0.2329,0.0834,0.010246,0.52045214,0.27423832,0.20530954,3.5,0.304473,724.486,4.222972584,3.468344568,3.831212466,168.7328,60.4221,3.8014,107.27108,28.53093,3.12209,13.0604,7.4231,7.6071,5.48146,249.7565,131.6025,98.5247,8.851773389,3.169761522,0.389418056,0.685153105,151.9845,66.1137,73.0307,1.238101626,10.8291,9.6556,16.7707,0,0.09924136,3.343,0.72836792,91.85225415,0.3831,0.1925
8823,543118,Oliver,Drake,10,10,0,0,0,10,0,AL,BAL,90.3,0.4389,R,29,0.2513,0.0958,0.006972,0.43891133,0.35492852,0.20616015,3.46,0.293941,42.159,4.2159,3.46905,3.78819,10.5944,4.0388,0.4031,5.66667,1.59248,0.14811,1.0113,0.2939,0.2277,0.39633,11.8546,9.5863,5.5682,9.53496,3.63492,0.26451,0.91013796,8.4185,3.8545,4.2091,1.245731981,0.5101,0.458,0,0.6739,0.10549059,3.6296,0.75357574,91.87079251,0,0
9486,502004,George,Kontos,45,45,0,0,0,45,0.5,NL,SFN,91.2,0.56586,R,31,0.1904,0.0654,0.006369,0.43483294,0.36485941,0.20030765,3.79,0.292366,189.235,4.205222222,3.46914,3.8004,36.0303,12.3759,1.8386,28.66495,8.08605,0.99465,4.353,1.2052,1.987,2.08953,59.8718,50.2372,27.5802,7.20606,2.47518,0.24104,0.870595997,42.0986,17.3457,19.002,1.210544983,2.1704,2.1926,0,11.5101,0.08664854,3.6956,0.73968571,91.87344084,0,0
8504,542924,Jeff,Beliveau,1,1,0,0,0,1,0,AL,TBA,88.2,0.32595,L,29,0.2264,0.0929,0.008162,0.42827296,0.37122419,0.20050285,3.72,0.290168,4.235,4.235,3.474,3.798,0.9589,0.3935,0.0415,0.58761,0.16065,0.01802,0.0982,0.0346,0.0229,0.04333,1.2094,1.0483,0.5662,8.6301,3.5415,0.3114,0.883714483,0.8645,0.386,0.422,1.257968908,0.0488,0.0481,0,0,0.09366641,3.777,0.75367262,92.01380268,0,0
sa547815,593340,Joan,Gregorio,10,10,0,0,0,10,0,NL,SFN,NULL,0.49719,R,24,0.2137,0.0928,0.008044,0.46728673,0.33220437,0.2005089,3.79,0.293067,42.589,4.2589,3.47436,3.82104,9.1014,3.9523,0.4173,6.10431,1.64169,0.20893,0.8076,0.3426,0.4472,0.39736,13.4244,9.5437,5.7603,8.19126,3.55707,0.30834,0.726807626,8.7625,3.8604,4.2456,1.271479263,0.481,0.4886,0,0.8436,0.0846175,3.652,0.73882269,92.01115434,0,0
sa599112,607429,Greg,Nappo,1,0.918368421,0.0174,0.100777,0.099,0.901,0,NL,MIA,NULL,0.44773,L,27,0.2063635,0.08109148,0.007633,0.46411613,0.33011125,0.20577262,3.7424818,0.298413945,4.247,4.247,3.4749,3.8196,0.8764,0.3444,0.0391,0.63654,0.17259,0.02145,0.0848,0.0325,0.0446,0.04051,1.3684,0.9733,0.6067,7.8876,3.0996,0.2925,0.763565868,0.9154,0.3861,0.4244,1.259828149,0.0493,0.0501,0.0084,0,0.08716804,3.6148308,0.73957414,92.00480628,0.0003,0.0001
13074,506433,Yu,Darvish,125.8542031,21.06,21.06,1,125.8542031,0,0,AL,TEX,91.9,0.60208,R,29,0.2638,0.0789,0.007692,0.40291358,0.38691712,0.21016931,3.35,0.295555,523.738,4.161466104,3.476508447,3.774524716,138.162,41.3229,0.9268,68.42402,21.24852,2.69199,14.0877,4.0286,2.8282,5.39817,135.9706,130.5723,70.9255,9.880146788,2.955055064,0.288090498,1.007433233,106.4523,48.6148,52.7822,1.174177551,8.4274,6.4649,12.4104,0,0.1078923,3.4746,0.7497038,92.06941774,0.636,0.3196
9155,502033,Charles,Brewer,1,1,0,0,0,1,0,NL,ARI,90,0.57441,R,28,0.2025,0.0607,0.009167,0.46671096,0.33079734,0.20249169,3.51,0.296608,4.195,4.195,3.4767,3.8151,0.8494,0.2546,0.0407,0.63175,0.18267,0.02266,0.1031,0.0385,0.044,0.04142,1.4048,0.9957,0.6095,7.6446,2.2914,0.3465,0.927831759,0.9402,0.3863,0.4239,1.194772175,0.0483,0.0487,0,0,0.10353763,3.6547,0.74326418,92.08001109,0,0
9323,571578,Patrick,Corbin,160.54443,27.54,27.54,1,160.54443,0,0,NL,ARI,91.9,0.62087,L,26,0.209,0.0625,0.00856,0.47970456,0.31780429,0.20249115,3.62,0.297157,671.734,4.184100314,3.478050282,3.827209701,140.3924,41.9834,2.1086,99.03112,30.58406,3.36362,16.4406,5.75,7.0532,6.30557,228.7464,151.5445,96.5576,7.870292355,2.353557828,0.322340675,0.921647423,149.4194,62.0424,68.2708,1.192210766,9.9246,9.3431,15.5685,0,0.10848692,3.6083,0.7401228,92.10914279,0.7825,0.3932
sa506778,542232,Jose,Jose,1,0.898578947,0.0216,0.1241799,0.123,0.877,0,NL,MIA,NULL,0.25727,L,25,0.22264128,0.09378041,0.008351,0.46411197,0.33007826,0.20580977,3.7333318,0.298038154,4.268,4.268,3.4812,3.8241,0.9503,0.4003,0.0387,0.61138,0.16621,0.02059,0.0812,0.0356,0.0449,0.039,1.3165,0.9363,0.5838,8.5527,3.6027,0.3204,0.73111003,0.8794,0.3868,0.4249,1.279719488,0.0496,0.0504,0.0107,0,0.08676113,3.5971727,0.74103359,92.17679454,0.0004,0.0002
sa528296,466463,Pedro,Rodriguez,1,0.821894737,0.0379,0.2186982,0.216,0.784,0,NL,SFN,NULL,0.40133,R,28,0.19282353,0.07275626,0.008467,0.46729343,0.33219677,0.2005098,3.814658,0.293575501,4.225,4.225,3.4812,3.8313,0.8147,0.3074,0.036,0.64017,0.17446,0.02247,0.0878,0.0358,0.0444,0.04174,1.4116,1.0035,0.6057,7.3323,2.7666,0.3222,0.790286753,0.9249,0.3868,0.4257,1.232315657,0.0507,0.0516,0.0189,0,0.08750338,3.675728,0.73561717,92.21187706,0.0007,0.0003
14239,516714,Dario,Alvarez,15,15,0,0,0,15,0,NL,NYN,90.3,0.41235,L,27,0.2529,0.098,0.012159,0.43914138,0.35911564,0.20174299,3.47,0.296534,64.02,4.268,3.48198,3.80028,16.1908,6.274,0.6215,8.51042,2.36339,0.23846,1.4309,0.7784,0.6722,0.60019,17.6061,14.3977,8.0883,9.71448,3.7644,0.46704,0.858533796,12.5432,5.8033,6.3338,1.254476941,0.7292,0.7249,0,0.7672,0.09938321,3.6258,0.75383819,92.21507625,0,0
5867,517593,Danny,Salazar,172.8401564,29.16,29.16,1,172.8401564,0,0,AL,CLE,94.1,0.75802,R,26,0.2439,0.0721,0.007551,0.40889444,0.38490062,0.20620494,3.48,0.291956,718.371,4.156273722,3.482518835,3.788104071,175.2108,51.7946,1.8422,96.45452,31.29493,2.74593,19.7508,5.4244,3.8792,7.67077,197.1635,185.594,99.4293,9.123442336,2.697008669,0.282455195,1.028450333,150.2462,66.8799,72.7485,1.168946,11.0506,9.5037,16.9336,0,0.10641958,3.5853,0.74920017,92.22831793,0.5124,0.2575
4782,502260,Vinnie,Pestano,1,1,0,0,0,1,0,AL,LAA,89.5,0.46075,R,31,0.2323,0.0869,0.009777,0.3810626,0.42005555,0.19888185,3.63,0.286918,4.219,4.219,3.4848,3.78,0.9802,0.3667,0.04,0.56011,0.16854,0.01794,0.1089,0.0413,0.0228,0.04876,1.0701,1.1796,0.5585,8.8218,3.3003,0.3717,0.980287264,0.8555,0.3872,0.42,1.222212518,0.0501,0.0468,0,0,0.09233707,3.8136,0.75922121,92.28128466,0,0
583,346793,Jeremy,Affeldt,1,1,0,0,0,1,0,NL,SFN,90.4,0.45663,L,37,0.172,0.0834,0.010982,0.55479165,0.24489203,0.20031632,3.81,0.298828,4.283,4.283,3.4866,3.8853,0.7366,0.3572,0.0437,0.70309,0.16321,0.0206,0.0658,0.047,0.045,0.03156,1.7188,0.7587,0.6206,6.6294,3.2148,0.423,0.592045559,0.9527,0.3874,0.4317,1.309893734,0.0477,0.0493,0,0,0.08670468,3.7286,0.73149539,92.33160305,0,0
7416,450275,Mark,Lowe,65,65,0,0,0,65,1.8,AL,DET,95.2,0.48915,R,33,0.2371,0.0792,0.007184,0.42618371,0.37316096,0.20065533,3.43,0.296268,272.194,4.1876,3.488690769,3.799647692,64.5373,21.5578,2.9304,38.20599,10.76198,1.54386,6.5482,1.9554,1.4698,2.81612,77.8191,68.1374,36.6387,8.935933846,2.984926154,0.270747692,0.90667484,57.06,25.1961,27.4419,1.209505142,3.3215,2.9708,0,13.9616,0.09610298,3.5431,0.74407647,92.39251479,0,0
1663,425657,Javier,Lopez,35,35,0,0,0,35,0,NL,SFN,84.5,0.40952,L,38,0.1714,0.0929,0.007589,0.55578596,0.24390583,0.20030822,3.95,0.299291,150.408,4.297371429,3.489222857,3.892911429,25.78,13.9729,2.0621,24.53472,5.7015,0.74829,2.217,1.1414,1.5793,1.09557,60.0116,26.336,21.6285,6.629142857,3.593031429,0.293502857,0.570075462,33.2015,13.5692,15.1391,1.347839241,1.6684,1.726,0,5.9051,0.08417983,3.7798,0.73380191,92.40575647,0,0
sa659944,624586,James,Hoyt,1,1,0,0,0,1,0,AL,HOU,NULL,0.4714,R,29,0.2414,0.086,0.00867,0.43966948,0.35873566,0.20159486,3.44,0.294808,4.205,4.205,3.4902,3.8079,1.0151,0.3616,0.0412,0.57561,0.16683,0.01965,0.102,0.0365,0.0227,0.04109,1.2185,0.9942,0.5587,9.1359,3.2544,0.3285,0.918228024,0.8641,0.3878,0.4231,1.225716913,0.0509,0.0459,0,0,0.10262054,3.6244,0.74962554,92.42694317,0,0
4279,448159,Manny,Parra,1,1,0,0,0,1,0,NL,CIN,92.1,0.41356,L,33,0.227,0.083,0.007452,0.47823938,0.3191557,0.20260492,3.48,0.294317,4.218,4.218,3.4911,3.8322,0.9574,0.3501,0.0374,0.60808,0.15805,0.01627,0.1008,0.0314,0.0443,0.03765,1.3549,0.9042,0.574,8.6166,3.1509,0.2826,0.907440971,0.8832,0.3879,0.4258,1.233316736,0.0474,0.0496,0,0,0.11150937,3.6744,0.74665999,92.46666821,0,0
sa526875,592310,Kaleb,Fleck,1,1,0,0,0,1,0,NL,ARI,NULL,0.45828,R,27,0.2467,0.1005,0.00845,0.46617462,0.33113271,0.20269268,3.53,0.295395,4.255,4.255,3.492,3.8268,1.0498,0.4277,0.0417,0.56494,0.16332,0.02031,0.0887,0.036,0.0447,0.03721,1.2569,0.8928,0.5465,9.4482,3.8493,0.324,0.798331677,0.8373,0.388,0.4252,1.264967057,0.0482,0.0488,0,0,0.0993543,3.5786,0.74420493,92.48785491,0,0
8410,500610,Deolis,Guerra,15,15,0,0,0,15,0,AL,LAA,90.6,0.41003,R,27,0.2158,0.0761,0.007435,0.42664078,0.37468395,0.19867527,3.63,0.291432,62.919,4.1946,3.49206,3.81132,13.578,4.7882,0.6011,9.09221,2.55293,0.25654,1.5514,0.4678,0.3398,0.67783,18.6794,16.4046,8.6985,8.1468,2.87292,0.28068,0.930840176,13.4531,5.8201,6.3522,1.216085385,0.7485,0.7045,0,0.7247,0.09457105,3.7193,0.74722083,92.48255823,0,0
5003,518617,Jake,Diekman,55,55,0,0,0,55,0.8,AL,TEX,96.2,0.56539,L,29,0.257,0.1068,0.008367,0.47036968,0.31925073,0.21037959,3.49,0.299971,233.645,4.248090909,3.493014545,3.828681818,60.0467,24.9533,2.382,31.64992,8.46041,0.96004,4.6768,1.9549,1.2617,1.91846,68.3513,46.3916,30.5711,9.825823636,4.083267273,0.319892727,0.765295806,45.7472,21.3462,23.3975,1.285463239,2.7977,2.5272,0,12.6175,0.10081152,3.5236,0.74511393,92.50639326,0,0
11426,519141,Drew,Pomeranz,151.0214545,56.06,21.06,0.7732136,116.0214545,35,0,NL,SDN,90.5587505,0.64044,L,27,0.23553842,0.08740017,0.007527,0.46387759,0.33291229,0.20321012,3.6331066,0.297401206,638.786,4.229769882,3.497081932,3.835296791,150.4587,55.83,3.1844,89.73306,25.1809,2.62926,14.0679,4.8081,6.7072,5.8394,195.3357,140.1871,85.5704,8.966463103,3.327143163,0.286534785,0.838364892,131.6111,58.6816,64.3569,1.241155579,8.3704,9.3823,10.352,4.8636,0.10035088,3.556987741,0.74117204,92.61429371,0.3109,0.1562
2141,429780,Chris,Narveson,1,0.755105263,0.0521,0.3006861,0.297,0.703,0,NL,MIA,87.7594511,0.45097,L,34,0.21229832,0.07580137,0.007434,0.43911087,0.35510705,0.20578208,3.7004116,0.297028802,4.227,4.227,3.501,3.8304,0.8975,0.3205,0.0284,0.61775,0.17885,0.02122,0.0938,0.0315,0.0443,0.04335,1.288,1.0416,0.6036,8.0775,2.8845,0.2835,0.844221876,0.9116,0.389,0.4256,1.232125517,0.0518,0.0524,0.0259,0,0.0900561,3.6144159,0.7401077,92.70346127,0.0009,0.0004
sa598797,607725,Seth,Simmons,1,1,0,0,0,1,0,NL,ARI,NULL,0.49476,R,28,0.2395,0.0966,0.007613,0.46617336,0.33112197,0.20270467,3.55,0.295566,4.25,4.25,3.5019,3.8376,1.0178,0.4105,0.0416,0.57503,0.16624,0.02067,0.0909,0.0324,0.0446,0.03785,1.2789,0.9084,0.5561,9.1602,3.6945,0.2916,0.818254293,0.8529,0.3891,0.4264,1.263359303,0.0481,0.0488,0,0,0.10008492,3.609,0.74401171,92.74739188,0,0
6316,475479,David,Phelps,100.8896596,63.1,8.1,0.4616926,45.88965957,55,1.4,NL,MIA,91.8768152,0.67747,R,29,0.20615608,0.07101713,0.009568,0.44811286,0.34608726,0.20579989,3.7316525,0.299864564,427.319,4.235508394,3.504623779,3.840913941,88.0945,30.347,3.0883,63.98828,18.31529,2.3724,9.2738,4.0886,4.4868,4.32357,134.5354,103.9046,61.7866,7.858590299,2.70714562,0.364729152,0.827278617,93.9497,39.2867,43.0565,1.232006601,5.4283,5.4942,3.9998,13.2943,0.08925266,3.606549792,0.73940471,92.81393691,0.1428,0.0718
12905,548337,Logan,Verrett,35,35,0,0,0,35,0,NL,NYN,90.3,0.68041,R,26,0.2113,0.055,0.008092,0.44969547,0.34876332,0.20154121,3.39,0.300135,146.199,4.177114286,3.507145714,3.83058,30.8918,8.0409,1.6547,22.45613,6.26868,0.62243,3.7318,1.183,1.5351,1.51798,47.0466,36.4872,21.085,7.943605714,2.06766,0.3042,0.959605769,33.079,13.6389,14.8967,1.174855555,1.6949,1.6982,0,5.3706,0.10227697,3.5455,0.73914264,92.8798087,0,0
13781,622072,Alex,Wood,157.818383,39.3,24.3,0.9074948,142.818383,15,0,NL,LAN,90.4647537,0.76342,L,25,0.20500021,0.06852343,0.007396,0.4909749,0.30998419,0.1990409,3.6869209,0.297960963,663.476,4.204047636,3.508222486,3.864867251,136.0127,45.4637,2.756,101.11114,28.59033,2.22057,15.249,4.907,6.9665,6.06364,230.8319,145.7391,93.5791,7.756474732,2.592684656,0.279834321,0.869613345,147.171,61.518,67.7719,1.220610256,9.7447,8.7695,13.6529,0.8021,0.10463216,3.623979686,0.73652037,92.91039057,0.3916,0.1968
6562,502171,Alex,Cobb,47.63857119,8.1,8.1,1,47.63857119,0,0,AL,TBA,90.8,0.58945,R,28,0.2053,0.0694,0.009344,0.52531897,0.27416605,0.20051497,3.59,0.298288,198.908,4.175356125,3.508537218,3.880336782,40.8359,13.8042,0.5677,31.07612,7.97459,0.92976,4.1029,1.8586,1.0741,1.59982,74.2012,38.7259,28.3227,7.714822062,2.607924564,0.351131438,0.775124471,44.0833,18.5713,20.5393,1.215139958,2.9461,2.745,4.62,0,0.10594639,3.5256,0.726024,92.91688541,0.1549,0.0778
1525,466459,Sandy,Rosario,1,1,0,0,0,1,0,NL,SFN,92,0.32727,R,30,0.1972,0.085,0.007488,0.47282244,0.32686888,0.20030868,3.86,0.294158,4.257,4.257,3.5127,3.8664,0.8395,0.3619,0.0457,0.63655,0.17005,0.02153,0.0829,0.0319,0.0447,0.04054,1.4092,0.9742,0.597,7.5555,3.2571,0.2871,0.746056276,0.911,0.3903,0.4296,1.272913283,0.0478,0.0491,0,0,0.08509048,3.714,0.73624047,93.02546721,0,0
5615,518489,Ryan,Brasier,1,1,0,0,0,1,0,AL,LAA,93.2,0.18686,R,28,0.2141,0.0812,0.007597,0.43562386,0.36570723,0.19866891,3.7,0.291349,4.211,4.211,3.5145,3.8412,0.9015,0.3419,0.0408,0.60837,0.16834,0.01733,0.0989,0.032,0.0227,0.04405,1.2698,1.066,0.5791,8.1135,3.0771,0.288,0.890526251,0.893,0.3905,0.4268,1.234887,0.0497,0.0472,0,0,0.09282116,3.739,0.74451991,93.07048893,0,0
12870,605374,Andrew,McKirahan,1,1,0,0,0,1,0,NL,ATL,92.8,0.39299,L,26,0.2144,0.0886,0.009171,0.49225396,0.30116191,0.20658413,3.65,0.30191,4.272,4.272,3.5163,3.8727,0.9158,0.3785,0.0429,0.64384,0.1656,0.017,0.0834,0.0392,0.0449,0.03626,1.4235,0.8709,0.5974,8.2422,3.4065,0.3528,0.750704254,0.9099,0.3907,0.4303,1.288361526,0.0453,0.0518,0,0,0.0957763,3.6399,0.74105749,93.12875233,0,0
