key,away,bp_away_0,bp_away_1,bp_away_10,bp_away_11,bp_away_12,bp_away_13,bp_away_14,bp_away_15,bp_away_16,bp_away_17,bp_away_18,bp_away_19,bp_away_2,bp_away_20,bp_away_21,bp_away_3,bp_away_4,bp_away_5,bp_away_6,bp_away_7,bp_away_8,bp_away_9,bp_home_0,bp_home_1,bp_home_10,bp_home_11,bp_home_12,bp_home_13,bp_home_14,bp_home_15,bp_home_16,bp_home_17,bp_home_18,bp_home_19,bp_home_2,bp_home_20,bp_home_21,bp_home_3,bp_home_4,bp_home_5,bp_home_6,bp_home_7,bp_home_8,bp_home_9,date,home
2018/06/28/wasmlb-phimlb-1,Washington Nationals,525768.0,448281.0,425492.0,519301.0,445213.0,,,,,,,,607200.0,,,461829.0,594840.0,516969.0,518875.0,502522.0,453286.0,543699.0,644364.0,453562.0,605388.0,488984.0,622554.0,,,,,,,,657205.0,,,656354.0,621107.0,593576.0,601713.0,605441.0,592826.0,605400.0,2018-06-28,Philadelphia Phillies
2018/06/28/houmlb-tbamlb-1,Houston Astros,543037.0,571704.0,606965.0,444468.0,,,,,,,,,501789.0,,,572971.0,543521.0,450203.0,502748.0,448609.0,434378.0,621121.0,621237.0,542882.0,642232.0,643493.0,,,,,,,,,650895.0,,,543135.0,521655.0,573064.0,475054.0,489265.0,605483.0,592773.0,2018-06-28,Tampa Bay Rays
2018/06/28/anamlb-bosmlb-1,Los Angeles Angels,605121.0,592135.0,501625.0,598287.0,453284.0,,,,,,,,518566.0,,,571760.0,592547.0,622161.0,570240.0,570663.0,572140.0,642545.0,598264.0,595234.0,523260.0,518886.0,,,,,,,,,592390.0,,,519144.0,456034.0,593958.0,519242.0,598271.0,584171.0,519443.0,2018-06-28,Boston Red Sox
2018/06/28/milmlb-cinmlb-1,Milwaukee Brewers,502624.0,606930.0,502026.0,608349.0,,,,,,,,,468504.0,,,623352.0,543359.0,642547.0,608718.0,489448.0,448855.0,592865.0,622491.0,641490.0,543101.0,607237.0,571670.0,,,,,,,,518774.0,,,456696.0,453172.0,628452.0,547179.0,641816.0,607219.0,623451.0,2018-06-28,Cincinnati Reds
2018/06/29/minmlb-chnmlb-1,Minnesota Twins,435043.0,502043.0,519151.0,543483.0,279571.0,,,,,,,,657610.0,,,458681.0,606167.0,543606.0,592665.0,407845.0,573124.0,621244.0,543022.0,518553.0,467008.0,458677.0,453344.0,,,,,,,,488846.0,,,608652.0,543294.0,452657.0,500779.0,543557.0,600968.0,542914.0,2018-06-29,Chicago Cubs
2018/06/29/anamlb-balmlb-1,Los Angeles Angels,501625.0,605121.0,592135.0,570663.0,622161.0,,,,,,,,642545.0,,,518566.0,571760.0,592547.0,453284.0,598287.0,572140.0,570240.0,542960.0,502154.0,664682.0,643316.0,,,,,,,,,488768.0,,,612434.0,502171.0,592332.0,571710.0,656945.0,605541.0,605276.0,2018-06-29,Baltimore Orioles
2018/06/29/wasmlb-phimlb-1,Washington Nationals,448281.0,461829.0,525768.0,519301.0,502522.0,,,,,,,,516969.0,,,518875.0,445213.0,425492.0,543699.0,453286.0,607200.0,594840.0,453562.0,622554.0,644364.0,657205.0,593576.0,,,,,,,,621107.0,,,488984.0,605388.0,605400.0,592826.0,601713.0,605441.0,656354.0,2018-06-29,Philadelphia Phillies
2018/06/29/bosmlb-nyamlb-1,Boston Red Sox,598264.0,592390.0,593958.0,595234.0,,,,,,,,,598271.0,,,523260.0,518886.0,519144.0,456034.0,519242.0,584171.0,519443.0,476454.0,547973.0,282332.0,643338.0,592741.0,,,,,,,,606149.0,,,593334.0,543243.0,656547.0,642528.0,502085.0,622663.0,476589.0,2018-06-29,New York Yankees
2018/06/29/detmlb-tormlb-1,Detroit Tigers,571510.0,571666.0,434538.0,571656.0,488786.0,,,,,,,,605242.0,,,572888.0,543278.0,641729.0,592499.0,599683.0,543935.0,519455.0,446099.0,607352.0,493200.0,461325.0,,,,,,,,,621366.0,,,462136.0,543208.0,543258.0,457918.0,571901.0,641835.0,573186.0,2018-06-29,Toronto Blue Jays
2018/06/29/houmlb-tbamlb-1,Houston Astros,606965.0,571704.0,434378.0,543037.0,543521.0,,,,,,,,501789.0,,,572971.0,621121.0,450203.0,502748.0,672335.0,444468.0,448609.0,542882.0,543135.0,489265.0,621237.0,,,,,,,,,573064.0,,,643493.0,605483.0,592773.0,642232.0,521655.0,650895.0,475054.0,2018-06-29,Tampa Bay Rays
2018/06/29/milmlb-cinmlb-1,Milwaukee Brewers,606930.0,468504.0,502026.0,543359.0,,,,,,,,,448855.0,,,608349.0,642547.0,608718.0,592865.0,489448.0,502624.0,623352.0,622491.0,543101.0,547179.0,641490.0,623451.0,,,,,,,,571670.0,,,607237.0,518774.0,456696.0,453172.0,628452.0,641816.0,607219.0,2018-06-29,Cincinnati Reds
2018/06/29/nynmlb-miamlb-1,New York Mets,594798.0,544727.0,641341.0,460283.0,622098.0,,,,,,,,607229.0,,,607625.0,571927.0,623402.0,461872.0,554430.0,621261.0,571476.0,612672.0,543045.0,446899.0,607457.0,,,,,,,,,605255.0,,,594027.0,622694.0,670950.0,608716.0,645261.0,607968.0,656738.0,2018-06-29,Miami Marlins
2018/06/29/chamlb-texmlb-1,Chicago White Sox,501593.0,458584.0,592229.0,458690.0,573668.0,571602.0,,,,,,,605240.0,,,608337.0,625643.0,607074.0,541652.0,502327.0,448306.0,465657.0,502212.0,445926.0,451596.0,501817.0,519043.0,,,,,,,,592222.0,,,112526.0,518617.0,430935.0,605309.0,600917.0,455119.0,501985.0,2018-06-29,Texas Rangers
2018/06/29/atlmlb-slnmlb-1,Atlanta Braves,641438.0,592314.0,592426.0,595465.0,,,,,,,,,518693.0,,,656794.0,434671.0,605538.0,527054.0,493247.0,592145.0,621345.0,605154.0,656427.0,663855.0,518813.0,446399.0,,,,,,,,607231.0,,,593372.0,502032.0,592815.0,596133.0,571945.0,596295.0,594577.0,2018-06-29,St. Louis Cardinals
2018/06/29/sfnmlb-arimlb-1,San Francisco Giants,621389.0,518516.0,606625.0,453265.0,519293.0,,,,,,,,473879.0,,,518715.0,502706.0,572955.0,453343.0,605446.0,608717.0,605498.0,502202.0,605151.0,477569.0,519008.0,,,,,,,,,407822.0,,,643327.0,425844.0,571946.0,592662.0,571578.0,605177.0,673633.0,2018-06-29,Arizona Diamondbacks
2018/06/29/clemlb-oakmlb-1,Cleveland Indians,592102.0,669456.0,502083.0,519096.0,,,,,,,,,605182.0,,,446372.0,502004.0,592644.0,519166.0,458708.0,545333.0,424144.0,605135.0,433586.0,488748.0,433589.0,595014.0,,,,,,,,501822.0,,,429719.0,572998.0,640455.0,593423.0,641941.0,642152.0,621112.0,2018-06-29,Oakland Athletics
2018/06/29/colmlb-lanmlb-1,Colorado Rockies,622075.0,518452.0,543734.0,542881.0,451584.0,,,,,,,,445197.0,,,607536.0,592351.0,608566.0,459429.0,643466.0,623184.0,493603.0,657571.0,592340.0,518397.0,554340.0,,,,,,,,,543339.0,,,445276.0,477132.0,628317.0,487675.0,548389.0,622072.0,448179.0,2018-06-29,Los Angeles Dodgers
2018/06/29/kcamlb-seamlb-1,Kansas City Royals,518633.0,641571.0,592094.0,543506.0,572143.0,,,,,,,,543169.0,,,434628.0,657612.0,596001.0,641745.0,641838.0,503449.0,453178.0,607473.0,517008.0,592705.0,543883.0,594835.0,,,,,,,,621242.0,,,606273.0,433587.0,502190.0,453281.0,504379.0,572020.0,572021.0,2018-06-29,Seattle Mariners
2018/06/29/pitmlb-sdnmlb-1,Pittsburgh Pirates,664196.0,607192.0,650828.0,553878.0,,,,,,,,,605280.0,,,467100.0,593144.0,592791.0,592866.0,605397.0,643230.0,605195.0,643256.0,572362.0,628318.0,476594.0,620454.0,,,,,,,,543272.0,,,664192.0,453385.0,475115.0,489334.0,621381.0,489446.0,641778.0,2018-06-29,San Diego Padres
2018/06/30/detmlb-tormlb-1,Detroit Tigers,488786.0,571656.0,571510.0,543935.0,641729.0,,,,,,,,571666.0,,,605242.0,572888.0,543278.0,592499.0,434538.0,599683.0,519455.0,446099.0,621366.0,543208.0,607352.0,493200.0,,,,,,,,461325.0,,,462136.0,543258.0,457918.0,571901.0,641835.0,502593.0,573186.0,2018-06-30,Toronto Blue Jays
2018/06/30/minmlb-chnmlb-1,Minnesota Twins,621244.0,502043.0,657610.0,279571.0,,,,,,,,,458681.0,,,543483.0,519151.0,407845.0,573124.0,606167.0,592665.0,435043.0,518553.0,608652.0,542914.0,467008.0,,,,,,,,,543294.0,,,452657.0,453344.0,500779.0,600968.0,543022.0,488846.0,458677.0,2018-06-30,Chicago Cubs
2018/06/30/clemlb-oakmlb-1,Cleveland Indians,592102.0,545333.0,458708.0,502004.0,,,,,,,,,669456.0,,,605182.0,446372.0,502083.0,519166.0,592644.0,424144.0,519096.0,605135.0,621112.0,641941.0,433586.0,642152.0,,,,,,,,501822.0,,,572998.0,640455.0,593423.0,433589.0,595014.0,429719.0,488748.0,2018-06-30,Oakland Athletics
2018/06/30/anamlb-balmlb-1,Los Angeles Angels,642545.0,592135.0,501625.0,605121.0,453284.0,,,,,,,,518566.0,,,571760.0,592547.0,622161.0,570240.0,570663.0,572140.0,598287.0,612434.0,502171.0,656945.0,502154.0,,,,,,,,,643316.0,,,592332.0,605276.0,664682.0,605541.0,488768.0,542960.0,571710.0,2018-06-30,Baltimore Orioles
2018/06/30/houmlb-tbamlb-1,Houston Astros,543037.0,606965.0,501789.0,448609.0,571704.0,,,,,,,,572971.0,,,621121.0,543521.0,450203.0,502748.0,672335.0,444468.0,434378.0,542882.0,650895.0,475054.0,489265.0,,,,,,,,,543135.0,,,643493.0,605483.0,621056.0,642232.0,592773.0,573064.0,621237.0,2018-06-30,Tampa Bay Rays
2018/06/30/milmlb-cinmlb-1,Milwaukee Brewers,502624.0,448855.0,489448.0,606930.0,456124.0,,,,,,,,623352.0,,,502026.0,543359.0,608349.0,642547.0,608718.0,468504.0,592865.0,622491.0,543101.0,456696.0,571670.0,,,,,,,,,607237.0,,,518774.0,453172.0,628452.0,607219.0,623451.0,641816.0,641490.0,2018-06-30,Cincinnati Reds
2018/06/30/nynmlb-miamlb-1,New York Mets,641341.0,571476.0,594798.0,607229.0,461872.0,,,,,,,,460283.0,,,544727.0,607625.0,571927.0,621261.0,623402.0,622098.0,554430.0,645261.0,612672.0,608716.0,607457.0,,,,,,,,,605255.0,,,594027.0,622694.0,670950.0,607968.0,446899.0,641154.0,543045.0,2018-06-30,Miami Marlins
2018/06/30/wasmlb-phimlb-1,Washington Nationals,525768.0,448281.0,502522.0,425492.0,516969.0,,,,,,,,607200.0,,,461829.0,594840.0,518875.0,445213.0,543699.0,453286.0,476451.0,453562.0,657205.0,605388.0,605441.0,622554.0,,,,,,,,656354.0,,,621107.0,643410.0,605400.0,601713.0,592826.0,644364.0,488984.0,2018-06-30,Philadelphia Phillies
2018/06/30/atlmlb-slnmlb-1,Atlanta Braves,592145.0,641438.0,608331.0,605538.0,518693.0,,,,,,,,592314.0,,,592426.0,621345.0,493247.0,656794.0,434671.0,527054.0,595465.0,656427.0,607231.0,446399.0,596295.0,502032.0,,,,,,,,663855.0,,,518813.0,593372.0,594577.0,571945.0,592815.0,596133.0,605154.0,2018-06-30,St. Louis Cardinals
2018/06/30/bosmlb-nyamlb-1,Boston Red Sox,598264.0,595234.0,592390.0,584171.0,,,,,,,,,598271.0,,,523260.0,518886.0,519144.0,456034.0,593958.0,519443.0,519242.0,476454.0,547973.0,606149.0,656547.0,592741.0,,,,,,,,593334.0,,,643338.0,642528.0,502085.0,282332.0,622663.0,543243.0,476589.0,2018-06-30,New York Yankees
2018/06/30/colmlb-lanmlb-1,Colorado Rockies,622075.0,542881.0,608566.0,493603.0,,,,,,,,,518452.0,,,451584.0,445197.0,607536.0,459429.0,643466.0,623184.0,543734.0,518397.0,608638.0,628317.0,487675.0,543339.0,,,,,,,,657571.0,,,554340.0,592340.0,448179.0,445276.0,477132.0,548389.0,622072.0,2018-06-30,Los Angeles Dodgers
2018/06/30/chamlb-texmlb-1,Chicago White Sox,458584.0,592229.0,501593.0,541652.0,605240.0,,,,,,,,608337.0,,,625643.0,502327.0,448306.0,465657.0,458690.0,607074.0,573668.0,501817.0,502212.0,518617.0,600917.0,455119.0,,,,,,,,592222.0,,,451596.0,430935.0,605309.0,501985.0,519043.0,112526.0,445926.0,2018-06-30,Texas Rangers
2018/06/30/kcamlb-seamlb-1,Kansas City Royals,592094.0,518633.0,434628.0,641571.0,,,,,,,,,543169.0,,,657612.0,596001.0,641745.0,543506.0,641838.0,503449.0,572143.0,607473.0,606273.0,504379.0,517008.0,621242.0,,,,,,,,594835.0,,,502190.0,453281.0,572020.0,592705.0,543883.0,433587.0,572021.0,2018-06-30,Seattle Mariners
2018/06/30/pitmlb-sdnmlb-1,Pittsburgh Pirates,664196.0,643230.0,607192.0,,,,,,,,,,605195.0,,,605280.0,467100.0,650828.0,592791.0,553878.0,592866.0,593144.0,620454.0,643256.0,489334.0,489446.0,543272.0,,,,,,,,572362.0,,,641778.0,628318.0,453385.0,475115.0,476594.0,664192.0,621381.0,2018-06-30,San Diego Padres
2018/06/30/sfnmlb-arimlb-1,San Francisco Giants,518516.0,473879.0,605446.0,621389.0,518715.0,,,,,,,,502706.0,,,572955.0,453343.0,606625.0,519293.0,608717.0,605498.0,453265.0,502202.0,605151.0,571946.0,519008.0,642073.0,,,,,,,,605177.0,,,571578.0,407822.0,643327.0,425844.0,673633.0,592662.0,477569.0,2018-06-30,Arizona Diamondbacks
2018/07/01/anamlb-balmlb-1,Los Angeles Angels,501625.0,605121.0,622161.0,518566.0,,,,,,,,,642545.0,,,592135.0,571760.0,453284.0,570240.0,598287.0,592547.0,570663.0,542960.0,502154.0,592332.0,612434.0,,,,,,,,,488768.0,,,502171.0,643316.0,571710.0,605276.0,664682.0,656945.0,605541.0,2018-07-01,Baltimore Orioles
2018/07/01/detmlb-tormlb-1,Detroit Tigers,571510.0,488786.0,519455.0,543278.0,572888.0,,,,,,,,571656.0,,,571666.0,605242.0,641729.0,592499.0,434538.0,599683.0,543935.0,607352.0,621366.0,446099.0,502593.0,543258.0,,,,,,,,461325.0,,,462136.0,543208.0,571901.0,641835.0,493200.0,573186.0,457918.0,2018-07-01,Toronto Blue Jays
2018/07/01/houmlb-tbamlb-1,Houston Astros,543037.0,571704.0,606965.0,502748.0,,,,,,,,,501789.0,,,572971.0,621121.0,543521.0,444468.0,448609.0,434378.0,450203.0,621237.0,542882.0,650895.0,489265.0,,,,,,,,,543135.0,,,573064.0,643493.0,475054.0,592773.0,621056.0,642232.0,605483.0,2018-07-01,Tampa Bay Rays
2018/07/01/milmlb-cinmlb-1,Milwaukee Brewers,502624.0,606930.0,489448.0,642547.0,658792.0,,,,,,,,468504.0,,,448855.0,623352.0,502026.0,543359.0,608349.0,608718.0,592865.0,622491.0,641490.0,453172.0,623451.0,628452.0,,,,,,,,543101.0,,,571670.0,607237.0,547179.0,641816.0,607219.0,518774.0,456696.0,2018-07-01,Cincinnati Reds
2018/07/01/nynmlb-miamlb-1,New York Mets,641341.0,571476.0,607625.0,623402.0,544727.0,,,,,,,,460283.0,,,594798.0,607229.0,621261.0,622098.0,461872.0,554430.0,571927.0,645261.0,607457.0,573185.0,594027.0,607968.0,,,,,,,,612672.0,,,543045.0,605255.0,622694.0,641154.0,670950.0,608716.0,446899.0,2018-07-01,Miami Marlins
2018/07/01/wasmlb-phimlb-1,Washington Nationals,607200.0,476451.0,448281.0,518875.0,502522.0,,,,,,,,543699.0,,,453286.0,461829.0,445213.0,594840.0,425492.0,516969.0,525768.0,622554.0,621107.0,622097.0,644364.0,601713.0,,,,,,,,605400.0,,,605441.0,453562.0,656354.0,450212.0,488984.0,643410.0,605388.0,2018-07-01,Philadelphia Phillies
2018/07/01/atlmlb-slnmlb-1,Atlanta Braves,518693.0,608331.0,493247.0,595465.0,621345.0,,,,,,,,592426.0,,,656794.0,434671.0,527054.0,605538.0,592314.0,641438.0,592145.0,605154.0,446399.0,594577.0,518813.0,663855.0,,,,,,,,656427.0,,,596295.0,593372.0,571945.0,502032.0,592815.0,596133.0,607231.0,2018-07-01,St. Louis Cardinals
2018/07/01/minmlb-chnmlb-1,Minnesota Twins,279571.0,621244.0,543483.0,573124.0,519151.0,,,,,,,,435043.0,,,502043.0,657610.0,606167.0,543606.0,592665.0,407845.0,458681.0,542914.0,543022.0,518553.0,596027.0,453344.0,,,,,,,,608652.0,,,543294.0,543557.0,500779.0,600968.0,467008.0,458677.0,452657.0,2018-07-01,Chicago Cubs
2018/07/01/chamlb-texmlb-1,Chicago White Sox,501593.0,592229.0,605240.0,458584.0,465657.0,,,,,,,,608337.0,,,573668.0,607074.0,541652.0,502327.0,448306.0,458690.0,625643.0,501817.0,502212.0,430935.0,592222.0,519043.0,,,,,,,,445926.0,,,112526.0,518617.0,451596.0,605309.0,600917.0,455119.0,501985.0,2018-07-01,Texas Rangers
2018/07/01/clemlb-oakmlb-1,Cleveland Indians,592102.0,545333.0,502083.0,458708.0,,,,,,,,,669456.0,,,446372.0,502004.0,519096.0,424144.0,605182.0,519240.0,519166.0,605135.0,621112.0,501822.0,572998.0,433586.0,,,,,,,,488748.0,,,429719.0,640455.0,641941.0,595014.0,642152.0,593423.0,433589.0,2018-07-01,Oakland Athletics
2018/07/01/colmlb-lanmlb-1,Colorado Rockies,622075.0,542881.0,493603.0,445197.0,,,,,,,,,451584.0,,,607536.0,608566.0,459429.0,643466.0,518452.0,543734.0,623184.0,608638.0,657571.0,518397.0,543339.0,445276.0,,,,,,,,554340.0,,,592340.0,448179.0,477132.0,628317.0,487675.0,622072.0,548389.0,2018-07-01,Los Angeles Dodgers
2018/07/01/kcamlb-seamlb-1,Kansas City Royals,592094.0,518633.0,572143.0,641745.0,,,,,,,,,641571.0,,,543169.0,434628.0,657612.0,596001.0,543506.0,641838.0,503449.0,607473.0,517008.0,543883.0,572020.0,621242.0,,,,,,,,606273.0,,,594835.0,433587.0,502190.0,453281.0,504379.0,572021.0,592705.0,2018-07-01,Seattle Mariners
2018/07/01/pitmlb-sdnmlb-1,Pittsburgh Pirates,664196.0,605280.0,553878.0,,,,,,,,,,467100.0,,,592866.0,592791.0,650828.0,593144.0,643230.0,605195.0,607192.0,543272.0,641778.0,572362.0,643256.0,489334.0,,,,,,,,664192.0,,,628318.0,453385.0,621381.0,489446.0,475115.0,620454.0,476594.0,2018-07-01,San Diego Padres
2018/07/01/sfnmlb-arimlb-1,San Francisco Giants,621389.0,518516.0,453265.0,453343.0,519293.0,,,,,,,,606625.0,,,605446.0,608717.0,605498.0,502706.0,518715.0,572955.0,473879.0,502202.0,605151.0,611093.0,407822.0,477569.0,,,,,,,,605177.0,,,571578.0,425844.0,673633.0,519008.0,571946.0,592662.0,643327.0,2018-07-01,Arizona Diamondbacks
2018/07/01/bosmlb-nyamlb-1,Boston Red Sox,598264.0,592390.0,519443.0,584171.0,,,,,,,,,598271.0,,,523260.0,518886.0,519144.0,593958.0,519242.0,456034.0,595234.0,593334.0,543243.0,502085.0,476454.0,547973.0,,,,,,,,643338.0,,,571735.0,656547.0,642528.0,282332.0,592741.0,476589.0,622663.0,2018-07-01,New York Yankees
2018/07/02/detmlb-tormlb-1,Detroit Tigers,571510.0,488786.0,641729.0,571656.0,543278.0,,,,,,,,605242.0,,,592499.0,434538.0,599683.0,621385.0,543935.0,519455.0,571666.0,446099.0,462136.0,607352.0,461325.0,493200.0,,,,,,,,543208.0,,,543258.0,457918.0,571901.0,641835.0,502593.0,573186.0,621366.0,2018-07-02,Toronto Blue Jays
2018/07/02/atlmlb-nyamlb-1,Atlanta Braves,641438.0,592314.0,592145.0,621345.0,,,,,,,,,608331.0,,,592426.0,656794.0,623465.0,527054.0,434671.0,518693.0,595465.0,593334.0,543243.0,547973.0,476454.0,502085.0,,,,,,,,571735.0,,,282332.0,622663.0,592741.0,476589.0,642528.0,656547.0,643338.0,2018-07-02,New York Yankees
2018/07/02/bosmlb-wasmlb-1,Boston Red Sox,571035.0,592390.0,523260.0,518886.0,,,,,,,,,598271.0,,,456034.0,593958.0,519242.0,584171.0,519443.0,519144.0,598264.0,448281.0,607200.0,445213.0,525768.0,518875.0,,,,,,,,461829.0,,,594840.0,476451.0,516969.0,425492.0,502522.0,543699.0,453286.0,2018-07-02,Washington Nationals
2018/07/02/chamlb-cinmlb-1,Chicago White Sox,458584.0,592229.0,501593.0,458690.0,502327.0,,,,,,,,605240.0,,,608337.0,625643.0,607074.0,541652.0,465657.0,448306.0,573668.0,641490.0,543101.0,453172.0,571670.0,628452.0,,,,,,,,518774.0,,,456696.0,547179.0,641816.0,607219.0,623451.0,622491.0,607237.0,2018-07-02,Cincinnati Reds
2018/07/02/tbamlb-miamlb-1,Tampa Bay Rays,621237.0,573064.0,650895.0,592773.0,,,,,,,,,643493.0,,,475054.0,489265.0,605483.0,621056.0,642232.0,543135.0,542882.0,645261.0,605255.0,446899.0,607457.0,607968.0,,,,,,,,594027.0,,,622694.0,641154.0,670950.0,573185.0,612672.0,608716.0,543045.0,2018-07-02,Miami Marlins
2018/07/02/minmlb-milmlb-1,Minnesota Twins,279571.0,621244.0,657610.0,407845.0,641793.0,,,,,,,,458681.0,,,543483.0,543606.0,519151.0,502043.0,592665.0,573124.0,435043.0,502624.0,468504.0,606930.0,608349.0,,,,,,,,,448855.0,,,623352.0,502026.0,642547.0,489448.0,608718.0,592865.0,543359.0,2018-07-02,Milwaukee Brewers
2018/07/02/clemlb-kcamlb-1,Cleveland Indians,592102.0,545333.0,502004.0,519240.0,,,,,,,,,669456.0,,,605182.0,502083.0,424144.0,519166.0,458708.0,446372.0,519096.0,518633.0,641571.0,543169.0,592094.0,,,,,,,,,434628.0,,,657612.0,641745.0,543506.0,641838.0,503449.0,572143.0,596001.0,2018-07-02,Kansas City Royals
2018/07/02/sfnmlb-colmlb-1,San Francisco Giants,518715.0,502706.0,606625.0,621389.0,473879.0,,,,,,,,572955.0,,,453343.0,605446.0,519293.0,608717.0,605498.0,453265.0,518516.0,622075.0,542881.0,623184.0,451584.0,,,,,,,,,518452.0,,,445197.0,608566.0,459429.0,643466.0,493603.0,543734.0,607536.0,2018-07-02,Colorado Rockies
2018/07/02/slnmlb-arimlb-1,St. Louis Cardinals,605154.0,446399.0,594577.0,518813.0,502032.0,,,,,,,,656427.0,,,607231.0,596295.0,663855.0,571945.0,592815.0,596133.0,593372.0,502202.0,571578.0,605177.0,607216.0,605151.0,,,,,,,,407822.0,,,643327.0,425844.0,673633.0,519008.0,571946.0,477569.0,592662.0,2018-07-02,Arizona Diamondbacks
2018/07/02/pitmlb-lanmlb-1,Pittsburgh Pirates,605195.0,607192.0,643230.0,650828.0,,,,,,,,,605280.0,,,467100.0,593144.0,592791.0,553878.0,592866.0,592468.0,664196.0,518397.0,608638.0,548389.0,622072.0,657571.0,,,,,,,,554340.0,,,592340.0,448179.0,543339.0,445276.0,477132.0,628317.0,487675.0,2018-07-02,Los Angeles Dodgers
2018/07/03/detmlb-chnmlb-1,Detroit Tigers,571510.0,488786.0,621385.0,543935.0,599683.0,,,,,,,,571656.0,,,571666.0,543278.0,641729.0,592499.0,434538.0,519455.0,605242.0,543022.0,608652.0,458677.0,518553.0,467008.0,,,,,,,,452657.0,,,596027.0,543557.0,453344.0,500779.0,600968.0,543294.0,542914.0,2018-07-03,Chicago Cubs
2018/07/03/minmlb-milmlb-1,Minnesota Twins,279571.0,621244.0,543606.0,519151.0,622382.0,,,,,,,,435043.0,,,502043.0,657610.0,458681.0,543483.0,592665.0,407845.0,573124.0,502624.0,606930.0,608349.0,,,,,,,,,,468504.0,,,502026.0,543359.0,642547.0,592865.0,489448.0,448855.0,623352.0,2018-07-03,Milwaukee Brewers
2018/07/03/bosmlb-wasmlb-1,Boston Red Sox,598264.0,523260.0,519443.0,571035.0,,,,,,,,,518886.0,,,519144.0,456034.0,593958.0,519242.0,584171.0,598271.0,592390.0,448281.0,607200.0,543699.0,525768.0,594840.0,,,,,,,,461829.0,,,476451.0,516969.0,518875.0,445213.0,425492.0,502522.0,453286.0,2018-07-03,Washington Nationals
2018/07/03/atlmlb-nyamlb-1,Atlanta Braves,592145.0,641438.0,656794.0,592426.0,623465.0,,,,,,,,592314.0,,,518693.0,608331.0,621345.0,434671.0,527054.0,527055.0,595465.0,476454.0,543243.0,476589.0,592741.0,547973.0,,,,,,,,643338.0,,,571735.0,656547.0,502085.0,282332.0,622663.0,593334.0,595918.0,2018-07-03,New York Yankees
2018/07/03/balmlb-phimlb-1,Baltimore Orioles,542960.0,502154.0,502171.0,643316.0,664682.0,,,,,,,,488768.0,,,612434.0,592332.0,571710.0,605276.0,606162.0,656945.0,605541.0,644364.0,453562.0,621107.0,488984.0,622554.0,,,,,,,,656354.0,,,643410.0,605388.0,450212.0,605400.0,601713.0,605441.0,622097.0,2018-07-03,Philadelphia Phillies
2018/07/03/nynmlb-tormlb-1,New York Mets,641341.0,571476.0,461872.0,607229.0,623402.0,,,,,,,,460283.0,,,594798.0,544727.0,607625.0,571927.0,621261.0,622098.0,554430.0,621366.0,543208.0,571901.0,446099.0,461325.0,,,,,,,,457918.0,,,493200.0,573186.0,462136.0,502593.0,543258.0,641835.0,607352.0,2018-07-03,Toronto Blue Jays
2018/07/03/chamlb-cinmlb-1,Chicago White Sox,501593.0,592229.0,605240.0,465657.0,502327.0,,,,,,,,625643.0,,,573668.0,607074.0,448306.0,458690.0,608337.0,458584.0,541652.0,622491.0,518774.0,571670.0,641490.0,623451.0,,,,,,,,453172.0,,,641816.0,607219.0,543101.0,547179.0,607237.0,456696.0,628452.0,2018-07-03,Cincinnati Reds
2018/07/03/tbamlb-miamlb-1,Tampa Bay Rays,542882.0,650895.0,491696.0,621237.0,,,,,,,,,605483.0,,,642232.0,643493.0,621056.0,475054.0,489265.0,592773.0,573064.0,612672.0,607968.0,,,,,,,,,,,670950.0,,,594027.0,608716.0,446899.0,607457.0,622694.0,543045.0,605255.0,2018-07-03,Miami Marlins
2018/07/03/houmlb-texmlb-1,Houston Astros,543037.0,571704.0,606965.0,448609.0,444468.0,,,,,,,,501789.0,,,621121.0,543521.0,450203.0,502748.0,501925.0,434378.0,572971.0,112526.0,518617.0,592222.0,445926.0,,,,,,,,,451596.0,,,430935.0,605309.0,600917.0,501985.0,519043.0,502212.0,501817.0,2018-07-03,Texas Rangers
2018/07/03/sfnmlb-colmlb-1,San Francisco Giants,621389.0,518516.0,608717.0,572955.0,518715.0,,,,,,,,473879.0,,,502706.0,453343.0,606625.0,605446.0,519293.0,605498.0,453265.0,622075.0,542881.0,459429.0,643466.0,,,,,,,,,451584.0,,,607536.0,608566.0,623184.0,493603.0,543734.0,622608.0,445197.0,2018-07-03,Colorado Rockies
2018/07/03/clemlb-kcamlb-1,Cleveland Indians,545333.0,605182.0,424144.0,592102.0,,,,,,,,,446372.0,,,502004.0,502083.0,519096.0,519240.0,458708.0,669456.0,519166.0,592094.0,641571.0,543506.0,503449.0,,,,,,,,,543169.0,,,434628.0,657612.0,596001.0,641745.0,572143.0,518633.0,641838.0,2018-07-03,Kansas City Royals
2018/07/03/sdnmlb-oakmlb-1,San Diego Padres,620454.0,572362.0,453385.0,643256.0,605155.0,,,,,,,,543272.0,,,641778.0,664192.0,628318.0,475115.0,489334.0,476594.0,621381.0,621112.0,433586.0,488748.0,642152.0,595014.0,,,,,,,,501822.0,,,429719.0,572998.0,640455.0,593423.0,433589.0,605135.0,641941.0,2018-07-03,Oakland Athletics
